County,State,Population_2018,Population_Density_Per_Square_Mile,Unemployment_rate_2018,Median_Household_Income_2018,Total_Male,Total_Female,Total_age0to17,Male_age0to17,Female_age0to17,Total_age18to64,Male_age18to64,Female_age18to64,Total_age65plus,Male_age65plus,Female_age65plus,Total_age85plusr,Male_age85plusr,Female_age85plusr,ICU_Beds,Aggregate_Transit_Score
Claiborne,MS,9002,19.7,9.2,29631.0,4265.0,4737.0,1888.0,967.0,921.0,5642.0,2677.0,2965.0,1472.0,621.0,851.0,189.0,53.0,136.0,0.0,0.0
Clarke,MS,15604,24.2,5.6,41495.0,7297.0,8307.0,3437.0,1670.0,1767.0,8977.0,4246.0,4731.0,3190.0,1381.0,1809.0,342.0,112.0,230.0,0.0,0.0
Clay,MS,19386,50.3,6.0,38121.0,9080.0,10306.0,4372.0,2180.0,2192.0,11434.0,5371.0,6063.0,3580.0,1529.0,2051.0,430.0,129.0,301.0,6.0,0.0
Coahoma,MS,22628,47.3,6.8,29380.0,10487.0,12141.0,6103.0,3058.0,3045.0,13033.0,5937.0,7096.0,3492.0,1492.0,2000.0,400.0,141.0,259.0,10.0,0.0
Copiah,MS,28543,37.9,5.5,38664.0,13737.0,14806.0,6555.0,3318.0,3237.0,16953.0,8211.0,8742.0,5035.0,2208.0,2827.0,609.0,195.0,414.0,0.0,322906816.0
Covington,MS,18853,47.3,4.4,36083.0,9184.0,9669.0,4639.0,2387.0,2252.0,11029.0,5394.0,5635.0,3185.0,1403.0,1782.0,366.0,125.0,241.0,0.0,0.0
DeSoto,MS,182001,338.7,3.8,68126.0,87795.0,94206.0,46709.0,23800.0,22909.0,111824.0,53715.0,58109.0,23468.0,10280.0,13188.0,2122.0,708.0,1414.0,44.0,4026089.0
Forrest,MS,75036,160.7,4.4,39061.0,35611.0,39425.0,17357.0,8889.0,8468.0,47491.0,22412.0,25079.0,10188.0,4310.0,5878.0,1259.0,394.0,865.0,48.0,1904845997.0
Franklin,MS,7788,14.4,6.0,39508.0,3828.0,3960.0,1806.0,936.0,870.0,4429.0,2182.0,2247.0,1553.0,710.0,843.0,172.0,54.0,118.0,0.0,0.0
George,MS,24250,47.2,6.4,47246.0,12260.0,11990.0,6390.0,3186.0,3204.0,14347.0,7450.0,6897.0,3513.0,1624.0,1889.0,231.0,94.0,137.0,6.0,0.0
Greene,MS,13586,20.2,6.2,42022.0,7859.0,5727.0,2653.0,1357.0,1296.0,8913.0,5576.0,3337.0,2020.0,926.0,1094.0,195.0,67.0,128.0,0.0,0.0
Grenada,MS,21055,51.9,4.3,39633.0,10015.0,11040.0,5040.0,2561.0,2479.0,12271.0,5860.0,6411.0,3744.0,1594.0,2150.0,399.0,125.0,274.0,5.0,0.0
Hancock,MS,47334,92.7,5.0,49843.0,23137.0,24197.0,9716.0,5025.0,4691.0,28235.0,13798.0,14437.0,9383.0,4314.0,5069.0,871.0,335.0,536.0,6.0,0.0
Harrison,MS,206650,326.0,4.5,45355.0,101231.0,105419.0,49416.0,25240.0,24176.0,126330.0,62095.0,64235.0,30904.0,13896.0,17008.0,3113.0,1138.0,1975.0,57.0,2092921571.0
Hinds,MS,237085,282.0,4.6,44776.0,110637.0,126448.0,57047.0,29102.0,27945.0,146697.0,67766.0,78931.0,33341.0,13769.0,19572.0,4007.0,1196.0,2811.0,218.0,2199693832.0
Holmes,MS,17622,25.4,8.9,26449.0,8422.0,9200.0,4466.0,2349.0,2117.0,10504.0,4970.0,5534.0,2652.0,1103.0,1549.0,334.0,108.0,226.0,0.0,0.0
Humphreys,MS,8257,22.4,8.4,28542.0,3886.0,4371.0,2147.0,1091.0,1056.0,4708.0,2216.0,2492.0,1402.0,579.0,823.0,145.0,30.0,115.0,0.0,0.0
Issaquena,MS,1308,3.4,9.0,26936.0,774.0,534.0,152.0,79.0,73.0,938.0,598.0,340.0,218.0,97.0,121.0,33.0,14.0,19.0,0.0,0.0
Itawamba,MS,23517,43.9,4.1,45720.0,11594.0,11923.0,5096.0,2616.0,2480.0,14269.0,7173.0,7096.0,4152.0,1805.0,2347.0,481.0,169.0,312.0,0.0,0.0
Jackson,MS,143277,193.2,5.5,51771.0,70502.0,72775.0,33416.0,17251.0,16165.0,87140.0,42854.0,44286.0,22721.0,10397.0,12324.0,2062.0,789.0,1273.0,48.0,479636356.0
Jasper,MS,16428,25.2,5.8,36987.0,7947.0,8481.0,3696.0,1882.0,1814.0,9380.0,4531.0,4849.0,3352.0,1534.0,1818.0,338.0,138.0,200.0,0.0,0.0
Jefferson,MS,7106,14.9,13.3,28024.0,3489.0,3617.0,1607.0,792.0,815.0,4300.0,2207.0,2093.0,1199.0,490.0,709.0,171.0,54.0,117.0,0.0,0.0
Jefferson Davis,MS,11234,30.6,6.7,31739.0,5315.0,5919.0,2215.0,1146.0,1069.0,6469.0,3083.0,3386.0,2550.0,1086.0,1464.0,312.0,89.0,223.0,0.0,0.0
Jones,MS,68461,97.5,4.8,42435.0,33256.0,35205.0,17176.0,8864.0,8312.0,39708.0,19352.0,20356.0,11577.0,5040.0,6537.0,1342.0,456.0,886.0,14.0,372836539.0
Kemper,MS,10027,13.6,7.4,33437.0,5021.0,5006.0,1821.0,948.0,873.0,6181.0,3179.0,3002.0,2025.0,894.0,1131.0,314.0,94.0,220.0,0.0,0.0
Lafayette,MS,54793,75.0,3.9,49381.0,26552.0,28241.0,9919.0,4929.0,4990.0,37945.0,18594.0,19351.0,6929.0,3029.0,3900.0,710.0,204.0,506.0,24.0,0.0
Lamar,MS,62447,112.0,3.6,58377.0,30001.0,32446.0,15448.0,7799.0,7649.0,38396.0,18392.0,20004.0,8603.0,3810.0,4793.0,903.0,332.0,571.0,17.0,970262697.0
Lauderdale,MS,75317,114.1,5.0,40077.0,36501.0,38816.0,17636.0,8888.0,8748.0,44609.0,22019.0,22590.0,13072.0,5594.0,7478.0,1629.0,502.0,1127.0,51.0,1848287.0
Lawrence,MS,12455,30.0,6.0,40510.0,6044.0,6411.0,3045.0,1540.0,1505.0,7170.0,3495.0,3675.0,2240.0,1009.0,1231.0,202.0,79.0,123.0,0.0,0.0
Leake,MS,22763,40.8,4.9,37212.0,11752.0,11011.0,5835.0,3418.0,2417.0,13209.0,6712.0,6497.0,3719.0,1622.0,2097.0,456.0,157.0,299.0,0.0,0.0
Lee,MS,85202,184.3,3.9,51088.0,40726.0,44476.0,21542.0,10992.0,10550.0,51062.0,24480.0,26582.0,12598.0,5254.0,7344.0,1408.0,404.0,1004.0,42.0,0.0
Leflore,MS,28919,54.5,6.8,29244.0,13483.0,15436.0,7969.0,4029.0,3940.0,16779.0,7734.0,9045.0,4171.0,1720.0,2451.0,565.0,155.0,410.0,9.0,646351721.0
Lincoln,MS,34205,59.5,4.7,43478.0,16296.0,17909.0,8042.0,4095.0,3947.0,20282.0,9723.0,10559.0,5881.0,2478.0,3403.0,679.0,221.0,458.0,5.0,7.0
Lowndes,MS,58930,118.3,4.8,44348.0,28055.0,30875.0,13890.0,7189.0,6701.0,35688.0,16898.0,18790.0,9352.0,3968.0,5384.0,1154.0,331.0,823.0,18.0,0.0
Madison,MS,105630,133.2,3.7,75740.0,50599.0,55031.0,26414.0,13459.0,12955.0,65173.0,31071.0,34102.0,14043.0,6069.0,7974.0,1468.0,424.0,1044.0,7.0,169970713.0
Marion,MS,24715,49.9,5.1,36408.0,11946.0,12769.0,5718.0,2861.0,2857.0,14406.0,7116.0,7290.0,4591.0,1969.0,2622.0,620.0,188.0,432.0,6.0,0.0
Marshall,MS,35451,52.6,5.0,40285.0,17596.0,17855.0,7435.0,3772.0,3663.0,21802.0,11102.0,10700.0,6214.0,2722.0,3492.0,605.0,192.0,413.0,0.0,0.0
Monroe,MS,35564,48.3,4.9,44681.0,16944.0,18620.0,8054.0,4029.0,4025.0,20679.0,10015.0,10664.0,6831.0,2900.0,3931.0,804.0,245.0,559.0,9.0,0.0
Montgomery,MS,10023,26.8,5.3,36311.0,4784.0,5239.0,2264.0,1127.0,1137.0,5590.0,2700.0,2890.0,2169.0,957.0,1212.0,279.0,84.0,195.0,0.0,0.0
Neshoba,MS,29125,52.1,4.9,36236.0,13866.0,15259.0,8105.0,4075.0,4030.0,16412.0,7755.0,8657.0,4608.0,2036.0,2572.0,558.0,181.0,377.0,0.0,0.0
Newton,MS,21443,37.6,4.9,40792.0,10259.0,11184.0,5407.0,2693.0,2714.0,12451.0,6038.0,6413.0,3585.0,1528.0,2057.0,424.0,132.0,292.0,0.0,0.0
Noxubee,MS,10535,16.6,6.7,32167.0,4968.0,5567.0,2569.0,1293.0,1276.0,6242.0,2938.0,3304.0,1724.0,737.0,987.0,224.0,64.0,160.0,0.0,0.0
Oktibbeha,MS,49599,104.0,4.7,39130.0,24736.0,24863.0,8829.0,4504.0,4325.0,35060.0,17733.0,17327.0,5710.0,2499.0,3211.0,755.0,263.0,492.0,6.0,0.0
Panola,MS,34178,50.7,5.9,39198.0,16423.0,17755.0,8463.0,4321.0,4142.0,20336.0,9736.0,10600.0,5379.0,2366.0,3013.0,570.0,208.0,362.0,0.0,0.0
Pearl River,MS,55387,68.9,4.7,45268.0,27264.0,28123.0,12517.0,6362.0,6155.0,32475.0,16104.0,16371.0,10395.0,4798.0,5597.0,974.0,361.0,613.0,6.0,40522068.0
Perry,MS,11931,18.9,5.9,39687.0,5833.0,6098.0,2684.0,1406.0,1278.0,7068.0,3457.0,3611.0,2179.0,970.0,1209.0,227.0,80.0,147.0,0.0,0.0
Pike,MS,39563,98.8,5.7,33983.0,18653.0,20910.0,10244.0,5111.0,5133.0,22486.0,10631.0,11855.0,6833.0,2911.0,3922.0,801.0,259.0,542.0,28.0,590422547.0
Pontotoc,MS,31833,60.2,3.9,44297.0,15572.0,16261.0,8455.0,4276.0,4179.0,18615.0,9176.0,9439.0,4763.0,2120.0,2643.0,585.0,201.0,384.0,0.0,0.0
Prentiss,MS,25315,60.9,4.3,41281.0,12417.0,12898.0,5610.0,2949.0,2661.0,15102.0,7572.0,7530.0,4603.0,1896.0,2707.0,590.0,175.0,415.0,11.0,0.0
Quitman,MS,7051,20.3,7.6,27767.0,3277.0,3774.0,1607.0,818.0,789.0,4220.0,1962.0,2258.0,1224.0,497.0,727.0,143.0,46.0,97.0,0.0,884260249.0
Rankin,MS,153902,182.6,3.4,66296.0,74073.0,79829.0,35671.0,18065.0,17606.0,94692.0,45911.0,48781.0,23539.0,10097.0,13442.0,2568.0,858.0,1710.0,18.0,20684376.0
Scott,MS,28287,46.4,3.9,38034.0,13883.0,14404.0,7563.0,4000.0,3563.0,16464.0,8118.0,8346.0,4260.0,1765.0,2495.0,488.0,148.0,340.0,0.0,0.0
Sharkey,MS,4377,11.4,7.0,28887.0,2091.0,2286.0,1056.0,567.0,489.0,2483.0,1142.0,1341.0,838.0,382.0,456.0,128.0,44.0,84.0,0.0,0.0
Simpson,MS,26758,46.7,4.5,38173.0,12986.0,13772.0,6324.0,3251.0,3073.0,15728.0,7647.0,8081.0,4706.0,2088.0,2618.0,509.0,191.0,318.0,0.0,0.0
Smith,MS,16002,25.9,4.4,46764.0,7689.0,8313.0,3693.0,1846.0,1847.0,9171.0,4462.0,4709.0,3138.0,1381.0,1757.0,369.0,120.0,249.0,0.0,0.0
Stone,MS,18717,39.9,5.4,44622.0,9455.0,9262.0,3958.0,2039.0,1919.0,11768.0,5979.0,5789.0,2991.0,1437.0,1554.0,224.0,87.0,137.0,0.0,0.0
Sunflower,MS,25735,42.2,7.8,31329.0,13737.0,11998.0,5694.0,2874.0,2820.0,16523.0,9384.0,7139.0,3518.0,1479.0,2039.0,408.0,109.0,299.0,0.0,0.0
Tallahatchie,MS,13987,23.8,5.3,32692.0,7776.0,6211.0,2747.0,1341.0,1406.0,9150.0,5552.0,3598.0,2090.0,883.0,1207.0,262.0,82.0,180.0,0.0,0.0
Tate,MS,28759,71.4,4.9,48082.0,13850.0,14909.0,6537.0,3317.0,3220.0,17423.0,8424.0,8999.0,4799.0,2109.0,2690.0,479.0,145.0,334.0,0.0,0.0
Tippah,MS,21995,48.6,4.3,39833.0,10718.0,11277.0,5378.0,2718.0,2660.0,12980.0,6403.0,6577.0,3637.0,1597.0,2040.0,338.0,118.0,220.0,0.0,0.0
Tishomingo,MS,19454,46.2,4.6,41455.0,9452.0,10002.0,4178.0,2159.0,2019.0,11307.0,5540.0,5767.0,3969.0,1753.0,2216.0,384.0,131.0,253.0,0.0,0.0
Tunica,MS,9944,23.7,5.3,33143.0,4650.0,5294.0,2911.0,1465.0,1446.0,5818.0,2657.0,3161.0,1215.0,528.0,687.0,110.0,37.0,73.0,0.0,0.0
Union,MS,28606,65.3,3.5,46600.0,14016.0,14590.0,7129.0,3602.0,3527.0,16692.0,8293.0,8399.0,4785.0,2121.0,2664.0,583.0,202.0,381.0,8.0,0.0
Walthall,MS,14465,38.2,6.5,33566.0,6968.0,7497.0,3301.0,1654.0,1647.0,8324.0,4059.0,4265.0,2840.0,1255.0,1585.0,371.0,133.0,238.0,0.0,0.0
Warren,MS,46176,82.9,5.5,46049.0,21990.0,24186.0,11028.0,5620.0,5408.0,27483.0,12995.0,14488.0,7665.0,3375.0,4290.0,787.0,235.0,552.0,22.0,0.0
Washington,MS,45063,70.6,7.1,33991.0,20889.0,24174.0,11611.0,5800.0,5811.0,26312.0,12137.0,14175.0,7140.0,2952.0,4188.0,740.0,201.0,539.0,22.0,0.0
Wayne,MS,20298,25.6,5.4,37401.0,9749.0,10549.0,4965.0,2515.0,2450.0,11860.0,5698.0,6162.0,3473.0,1536.0,1937.0,360.0,122.0,238.0,6.0,0.0
Webster,MS,9788,24.4,5.0,43349.0,4779.0,5009.0,2320.0,1202.0,1118.0,5730.0,2836.0,2894.0,1738.0,741.0,997.0,190.0,54.0,136.0,0.0,0.0
Wilkinson,MS,8792,14.6,8.5,29900.0,4714.0,4078.0,1867.0,950.0,917.0,5412.0,3104.0,2308.0,1513.0,660.0,853.0,204.0,63.0,141.0,0.0,0.0
Winston,MS,18165,31.6,5.6,39498.0,8867.0,9298.0,4114.0,2132.0,1982.0,10423.0,5152.0,5271.0,3628.0,1583.0,2045.0,452.0,164.0,288.0,0.0,0.0
Yalobusha,MS,12392,27.1,5.0,39551.0,5934.0,6458.0,2776.0,1431.0,1345.0,7142.0,3384.0,3758.0,2474.0,1119.0,1355.0,234.0,71.0,163.0,0.0,0.0
Yazoo,MS,28248,30.4,5.5,33111.0,16261.0,11987.0,6207.0,3217.0,2990.0,18279.0,11465.0,6814.0,3762.0,1579.0,2183.0,514.0,145.0,369.0,0.0,595751961.0
Missouri,MO,6126452,87.1,3.2,54412.0,,,,,,,,,,,,,,,,
Adair,MO,25339,45.1,3.5,40395.0,12194.0,13145.0,4655.0,2385.0,2270.0,16929.0,8120.0,8809.0,3755.0,1689.0,2066.0,526.0,180.0,346.0,10.0,0.71973
Andrew,MO,17607,40.0,2.7,57459.0,8746.0,8861.0,4034.0,2060.0,1974.0,10320.0,5192.0,5128.0,3253.0,1494.0,1759.0,417.0,131.0,286.0,0.0,1244314854.0
Atchison,MO,5171,10.4,2.5,49122.0,2572.0,2599.0,1037.0,541.0,496.0,2819.0,1427.0,1392.0,1315.0,604.0,711.0,198.0,52.0,146.0,0.0,0.0
Audrain,MO,25473,36.9,3.1,44340.0,11687.0,13786.0,5827.0,3089.0,2738.0,15094.0,6644.0,8450.0,4552.0,1954.0,2598.0,555.0,141.0,414.0,0.0,0.0
Barry,MO,35886,45.7,3.0,42457.0,18147.0,17739.0,8141.0,4313.0,3828.0,20357.0,10323.0,10034.0,7388.0,3511.0,3877.0,781.0,317.0,464.0,0.0,0.0
Barton,MO,11798,21.0,3.1,41583.0,5807.0,5991.0,2751.0,1430.0,1321.0,6624.0,3303.0,3321.0,2423.0,1074.0,1349.0,347.0,121.0,226.0,4.0,0.0
Bates,MO,16320,20.4,3.8,45955.0,8069.0,8251.0,3805.0,1943.0,1862.0,9351.0,4729.0,4622.0,3164.0,1397.0,1767.0,380.0,128.0,252.0,0.0,0.0
Benton,MO,19278,27.1,4.5,40025.0,9663.0,9615.0,3328.0,1697.0,1631.0,10011.0,5036.0,4975.0,5939.0,2930.0,3009.0,565.0,234.0,331.0,0.0,0.0
Bollinger,MO,12169,20.0,3.6,44233.0,6120.0,6049.0,2578.0,1372.0,1206.0,7089.0,3576.0,3513.0,2502.0,1172.0,1330.0,257.0,90.0,167.0,0.0,0.0
Boone,MO,180005,237.3,2.3,55136.0,87247.0,92758.0,36565.0,18794.0,17771.0,121382.0,58624.0,62758.0,22058.0,9829.0,12229.0,2743.0,932.0,1811.0,110.0,3416685269.0
Buchanan,MO,88571,218.6,3.0,52506.0,44705.0,43866.0,19933.0,10214.0,9719.0,54363.0,28366.0,25997.0,14275.0,6125.0,8150.0,1939.0,627.0,1312.0,21.0,3580994921.0
Butler,MO,42639,61.6,4.6,38067.0,20715.0,21924.0,10012.0,5201.0,4811.0,24606.0,11976.0,12630.0,8021.0,3538.0,4483.0,935.0,357.0,578.0,14.0,393765164.0
Caldwell,MO,9108,22.1,3.1,47591.0,4620.0,4488.0,2165.0,1160.0,1005.0,5141.0,2609.0,2532.0,1802.0,851.0,951.0,229.0,78.0,151.0,0.0,0.0
Callaway,MO,44889,53.1,2.9,53970.0,22949.0,21940.0,9401.0,4819.0,4582.0,28184.0,14632.0,13552.0,7304.0,3498.0,3806.0,800.0,269.0,531.0,0.0,0.0
Camden,MO,45815,67.1,4.2,48580.0,22792.0,23023.0,8111.0,4144.0,3967.0,24799.0,12194.0,12605.0,12905.0,6454.0,6451.0,1020.0,437.0,583.0,18.0,0.0
Cape Girardeau,MO,78753,130.8,2.8,51962.0,38191.0,40562.0,16776.0,8579.0,8197.0,48698.0,23855.0,24843.0,13279.0,5757.0,7522.0,1837.0,612.0,1225.0,32.0,0.0
Carroll,MO,8743,13.4,3.1,47049.0,4247.0,4496.0,2015.0,1003.0,1012.0,4822.0,2390.0,2432.0,1906.0,854.0,1052.0,243.0,93.0,150.0,0.0,0.0
Carter,MO,6054,12.3,5.1,34134.0,2926.0,3128.0,1420.0,689.0,731.0,3427.0,1690.0,1737.0,1207.0,547.0,660.0,132.0,52.0,80.0,0.0,0.0
Cass,MO,104954,142.8,3.1,71374.0,51161.0,53793.0,25369.0,12938.0,12431.0,61893.0,30520.0,31373.0,17692.0,7703.0,9989.0,2234.0,811.0,1423.0,9.0,0.0
Cedar,MO,14165,29.5,3.4,37288.0,7075.0,7090.0,3411.0,1784.0,1627.0,7446.0,3766.0,3680.0,3308.0,1525.0,1783.0,395.0,140.0,255.0,0.0,0.0
Chariton,MO,7451,10.4,2.8,48421.0,3699.0,3752.0,1698.0,880.0,818.0,3991.0,2010.0,1981.0,1762.0,809.0,953.0,327.0,121.0,206.0,0.0,0.0
Christian,MO,86983,137.6,2.6,58057.0,42666.0,44317.0,21985.0,11309.0,10676.0,51327.0,25113.0,26214.0,13671.0,6244.0,7427.0,1395.0,536.0,859.0,0.0,0.0
Clark,MO,6842,14.1,3.9,46832.0,3495.0,3347.0,1565.0,835.0,730.0,3854.0,1997.0,1857.0,1423.0,663.0,760.0,207.0,72.0,135.0,0.0,0.0
Clay,MO,246365,558.6,2.9,68943.0,120984.0,125381.0,59326.0,30335.0,28991.0,152268.0,75346.0,76922.0,34771.0,15303.0,19468.0,3924.0,1382.0,2542.0,172.0,1509291045.0
Clinton,MO,20470,49.5,3.2,58641.0,10296.0,10174.0,4808.0,2493.0,2315.0,11959.0,6025.0,5934.0,3703.0,1778.0,1925.0,499.0,215.0,284.0,5.0,0.0
Cole,MO,76796,193.0,2.5,62817.0,38795.0,38001.0,17106.0,8671.0,8435.0,46956.0,24544.0,22412.0,12734.0,5580.0,7154.0,1608.0,500.0,1108.0,25.0,2838327824.0
Cooper,MO,17603,31.2,3.1,52513.0,9196.0,8407.0,3762.0,1908.0,1854.0,10686.0,5883.0,4803.0,3155.0,1405.0,1750.0,459.0,156.0,303.0,0.0,0.0
Crawford,MO,23957,33.3,3.9,42774.0,11883.0,12074.0,5426.0,2712.0,2714.0,13820.0,6961.0,6859.0,4711.0,2210.0,2501.0,536.0,186.0,350.0,0.0,0.0
Dade,MO,7569,16.1,2.7,41381.0,3866.0,3703.0,1558.0,862.0,696.0,4221.0,2137.0,2084.0,1790.0,867.0,923.0,222.0,76.0,146.0,0.0,0.0
Dallas,MO,16762,31.0,3.9,38765.0,8364.0,8398.0,3959.0,2013.0,1946.0,9405.0,4745.0,4660.0,3398.0,1606.0,1792.0,408.0,149.0,259.0,0.0,0.0
Daviess,MO,8313,15.0,3.0,51255.0,4193.0,4120.0,2116.0,1094.0,1022.0,4498.0,2271.0,2227.0,1699.0,828.0,871.0,188.0,74.0,114.0,0.0,0.0
DeKalb,MO,12630,30.6,3.1,48920.0,7905.0,4725.0,2173.0,1136.0,1037.0,8355.0,5770.0,2585.0,2102.0,999.0,1103.0,331.0,109.0,222.0,0.0,0.0
Dent,MO,15441,20.8,3.3,39392.0,7691.0,7750.0,3461.0,1769.0,1692.0,8621.0,4368.0,4253.0,3359.0,1554.0,1805.0,424.0,161.0,263.0,0.0,0.0
Douglas,MO,13373,16.8,4.6,36762.0,6692.0,6681.0,2919.0,1496.0,1423.0,7200.0,3633.0,3567.0,3254.0,1563.0,1691.0,369.0,152.0,217.0,0.0,0.0
Dunklin,MO,29423,59.1,5.5,37331.0,14075.0,15348.0,7526.0,3846.0,3680.0,16389.0,7909.0,8480.0,5508.0,2320.0,3188.0,707.0,226.0,481.0,0.0,0.0
Franklin,MO,103670,110.0,3.1,58738.0,51520.0,52150.0,23823.0,12243.0,11580.0,61849.0,31125.0,30724.0,17998.0,8152.0,9846.0,2010.0,708.0,1302.0,13.0,294983203.0
Gasconade,MO,14705,29.4,2.9,52282.0,7340.0,7365.0,3029.0,1610.0,1419.0,8332.0,4229.0,4103.0,3344.0,1501.0,1843.0,493.0,160.0,333.0,0.0,428971427.0
Gentry,MO,6628,13.7,2.4,43731.0,3198.0,3430.0,1640.0,790.0,850.0,3671.0,1827.0,1844.0,1317.0,581.0,736.0,243.0,77.0,166.0,0.0,0.0
Greene,MO,291923,407.5,2.6,44799.0,141855.0,150068.0,60957.0,31278.0,29679.0,182881.0,90253.0,92628.0,48085.0,20324.0,27761.0,6791.0,2278.0,4513.0,163.0,3428007428.0
Grundy,MO,9914,23.6,3.6,40315.0,4824.0,5090.0,2377.0,1212.0,1165.0,5397.0,2705.0,2692.0,2140.0,907.0,1233.0,345.0,104.0,241.0,0.0,0.0
Harrison,MO,8414,12.4,3.1,40639.0,4155.0,4259.0,2034.0,1057.0,977.0,4490.0,2258.0,2232.0,1890.0,840.0,1050.0,329.0,98.0,231.0,0.0,0.0
Henry,MO,21792,32.0,3.6,44978.0,10691.0,11101.0,4795.0,2425.0,2370.0,12259.0,6095.0,6164.0,4738.0,2171.0,2567.0,562.0,195.0,367.0,8.0,0.0
Hickory,MO,9509,24.1,4.1,35025.0,4700.0,4809.0,1633.0,829.0,804.0,4759.0,2318.0,2441.0,3117.0,1553.0,1564.0,301.0,131.0,170.0,0.0,0.0
Holt,MO,4404,10.6,2.4,47191.0,2154.0,2250.0,913.0,446.0,467.0,2385.0,1189.0,1196.0,1106.0,519.0,587.0,203.0,59.0,144.0,0.0,0.0
Howard,MO,10137,21.9,2.8,45767.0,5064.0,5073.0,2199.0,1143.0,1056.0,5985.0,3020.0,2965.0,1953.0,901.0,1052.0,265.0,100.0,165.0,0.0,0.0
Howell,MO,40076,43.6,3.6,36762.0,19500.0,20576.0,9540.0,4830.0,4710.0,22584.0,11099.0,11485.0,7952.0,3571.0,4381.0,1024.0,354.0,670.0,12.0,0.0
Iron,MO,10177,19.3,5.4,37755.0,5069.0,5108.0,2131.0,1113.0,1018.0,5869.0,2938.0,2931.0,2177.0,1018.0,1159.0,256.0,83.0,173.0,0.0,645155933.0
Jackson,MO,700307,1115.3,3.7,55864.0,338751.0,361556.0,164979.0,83800.0,81179.0,430673.0,210168.0,220505.0,104655.0,44783.0,59872.0,13786.0,4676.0,9110.0,274.0,3404677615.0
Jasper,MO,120636,183.9,2.7,46596.0,58923.0,61713.0,30127.0,15331.0,14796.0,71646.0,35415.0,36231.0,18863.0,8177.0,10686.0,2416.0,795.0,1621.0,88.0,1018734328.0
Jefferson,MO,224347,333.1,3.1,65150.0,111370.0,112977.0,51958.0,26602.0,25356.0,138753.0,69532.0,69221.0,33636.0,15236.0,18400.0,3033.0,1099.0,1934.0,67.0,902003628.0
Johnson,MO,53652,63.4,3.7,52151.0,27578.0,26074.0,11436.0,5858.0,5578.0,35426.0,18493.0,16933.0,6790.0,3227.0,3563.0,849.0,351.0,498.0,0.0,723949146.0
Knox,MO,3947,8.2,2.8,39309.0,1974.0,1973.0,917.0,491.0,426.0,2159.0,1094.0,1065.0,871.0,389.0,482.0,126.0,46.0,80.0,0.0,0.0
Laclede,MO,35713,46.5,3.7,44562.0,17552.0,18161.0,8827.0,4474.0,4353.0,20513.0,10206.0,10307.0,6373.0,2872.0,3501.0,695.0,270.0,425.0,4.0,0.0
Lafayette,MO,32598,53.1,3.2,53389.0,16169.0,16429.0,7471.0,3869.0,3602.0,18977.0,9490.0,9487.0,6150.0,2810.0,3340.0,910.0,313.0,597.0,2.0,0.0
Lawrence,MO,38359,63.2,3.0,45074.0,19039.0,19320.0,9667.0,4952.0,4715.0,21674.0,10842.0,10832.0,7018.0,3245.0,3773.0,1001.0,421.0,580.0,0.0,0.0
Lewis,MO,9855,20.2,2.8,48179.0,4950.0,4905.0,2173.0,1140.0,1033.0,5860.0,2972.0,2888.0,1822.0,838.0,984.0,257.0,91.0,166.0,0.0,0.0
Lincoln,MO,57686,83.9,3.3,62238.0,28843.0,28843.0,14658.0,7554.0,7104.0,35288.0,17639.0,17649.0,7740.0,3650.0,4090.0,812.0,295.0,517.0,4.0,0.0
Linn,MO,12037,20.7,4.7,44992.0,5868.0,6169.0,2834.0,1450.0,1384.0,6660.0,3312.0,3348.0,2543.0,1106.0,1437.0,371.0,112.0,259.0,0.0,0.0
Livingston,MO,15146,28.5,2.5,48749.0,6589.0,8557.0,3168.0,1607.0,1561.0,9063.0,3727.0,5336.0,2915.0,1255.0,1660.0,526.0,166.0,360.0,0.0,0.0
McDonald,MO,23078,42.8,3.0,40204.0,11647.0,11431.0,5951.0,3055.0,2896.0,13600.0,6914.0,6686.0,3527.0,1678.0,1849.0,312.0,116.0,196.0,0.0,0.0
Macon,MO,15153,19.4,2.9,45440.0,7505.0,7648.0,3470.0,1772.0,1698.0,8236.0,4180.0,4056.0,3447.0,1553.0,1894.0,498.0,163.0,335.0,0.0,112187374.0
Madison,MO,12188,24.7,3.6,40191.0,5961.0,6227.0,2820.0,1466.0,1354.0,7038.0,3450.0,3588.0,2330.0,1045.0,1285.0,289.0,119.0,170.0,0.0,0.0
Maries,MO,8769,17.4,3.3,46371.0,4401.0,4368.0,1780.0,898.0,882.0,5106.0,2601.0,2505.0,1883.0,902.0,981.0,229.0,104.0,125.0,0.0,0.0
Marion,MO,28592,65.9,3.1,49393.0,13924.0,14668.0,6649.0,3330.0,3319.0,16775.0,8321.0,8454.0,5168.0,2273.0,2895.0,767.0,264.0,503.0,8.0,0.0
Mercer,MO,3641,8.3,3.1,46014.0,1851.0,1790.0,867.0,461.0,406.0,1971.0,998.0,973.0,803.0,392.0,411.0,146.0,54.0,92.0,0.0,0.0
Miller,MO,25336,41.8,3.7,47225.0,12645.0,12691.0,5918.0,2990.0,2928.0,14540.0,7352.0,7188.0,4878.0,2303.0,2575.0,606.0,245.0,361.0,0.0,0.0
Mississippi,MO,13336,34.9,3.8,34735.0,7219.0,6117.0,2804.0,1437.0,1367.0,8160.0,4748.0,3412.0,2372.0,1034.0,1338.0,262.0,61.0,201.0,0.0,0.0
