County,State,Population_2018,Population_Density_Per_Square_Mile,Unemployment_rate_2018,Median_Household_Income_2018,Total_Male,Total_Female,Total_age0to17,Male_age0to17,Female_age0to17,Total_age18to64,Male_age18to64,Female_age18to64,Total_age65plus,Male_age65plus,Female_age65plus,Total_age85plusr,Male_age85plusr,Female_age85plusr,ICU_Beds,Aggregate_Transit_Score
Lapeer,MI,88028,137.4,5.2,65209.0,44635.0,43393.0,18175.0,9359.0,8816.0,53890.0,27745.0,26145.0,15963.0,7531.0,8432.0,1510.0,526.0,984.0,10.0,403479716.0
Leelanau,MI,21764,62.5,4.2,67349.0,10748.0,11016.0,3495.0,1808.0,1687.0,11538.0,5674.0,5864.0,6731.0,3266.0,3465.0,831.0,342.0,489.0,0.0,516500751.0
Lenawee,MI,98266,133.3,4.1,55762.0,49663.0,48603.0,20713.0,10681.0,10032.0,58908.0,30573.0,28335.0,18645.0,8409.0,10236.0,2142.0,761.0,1381.0,0.0,0.0
Livingston,MI,191224,320.2,3.3,84048.0,95837.0,95387.0,40616.0,20829.0,19787.0,117688.0,59569.0,58119.0,32920.0,15439.0,17481.0,3378.0,1244.0,2134.0,8.0,0.0
Luce,MI,6283,7.4,6.2,43196.0,3699.0,2584.0,1037.0,554.0,483.0,3954.0,2517.0,1437.0,1292.0,628.0,664.0,165.0,64.0,101.0,0.0,0.0
Mackinac,MI,10787,10.9,9.7,46645.0,5508.0,5279.0,1698.0,863.0,835.0,6064.0,3152.0,2912.0,3025.0,1493.0,1532.0,322.0,114.0,208.0,0.0,0.0
Macomb,MI,874759,1754.9,4.0,62191.0,425844.0,448915.0,184009.0,94099.0,89910.0,542114.0,267480.0,274634.0,148636.0,64265.0,84371.0,19778.0,6614.0,13164.0,122.0,3391426939.0
Manistee,MI,24528,45.6,5.7,47401.0,12682.0,11846.0,4264.0,2091.0,2173.0,13946.0,7549.0,6397.0,6318.0,3042.0,3276.0,722.0,281.0,441.0,0.0,0.0
Marquette,MI,66516,37.1,4.9,54093.0,33344.0,33172.0,12044.0,6102.0,5942.0,41753.0,21114.0,20639.0,12719.0,6128.0,6591.0,1653.0,647.0,1006.0,30.0,197718694.0
Mason,MI,29100,58.0,4.9,51083.0,14447.0,14653.0,5889.0,3045.0,2844.0,16357.0,8200.0,8157.0,6854.0,3202.0,3652.0,792.0,282.0,510.0,6.0,0.0
Mecosta,MI,43545,77.1,5.0,45804.0,21849.0,21696.0,7993.0,4074.0,3919.0,27577.0,14059.0,13518.0,7975.0,3716.0,4259.0,778.0,272.0,506.0,4.0,412609192.0
Menominee,MI,22983,23.0,4.0,46486.0,11696.0,11287.0,4181.0,2204.0,1977.0,13150.0,6797.0,6353.0,5652.0,2695.0,2957.0,772.0,296.0,476.0,0.0,0.0
Midland,MI,83209,162.0,4.0,58057.0,41035.0,42174.0,17679.0,9039.0,8640.0,50254.0,25248.0,25006.0,15276.0,6748.0,8528.0,2182.0,790.0,1392.0,26.0,491654076.0
Missaukee,MI,15113,26.3,5.0,48413.0,7682.0,7431.0,3474.0,1796.0,1678.0,8540.0,4388.0,4152.0,3099.0,1498.0,1601.0,329.0,125.0,204.0,0.0,0.0
Monroe,MI,150439,276.7,4.2,62522.0,74251.0,76188.0,32193.0,16321.0,15872.0,90984.0,45598.0,45386.0,27262.0,12332.0,14930.0,3290.0,1072.0,2218.0,0.0,1536308653.0
Montcalm,MI,63968,89.8,4.2,50396.0,33093.0,30875.0,14221.0,7260.0,6961.0,38552.0,20629.0,17923.0,11195.0,5204.0,5991.0,1226.0,444.0,782.0,12.0,0.0
Montmorency,MI,9265,17.9,8.6,40650.0,4722.0,4543.0,1390.0,739.0,651.0,4883.0,2458.0,2425.0,2992.0,1525.0,1467.0,308.0,120.0,188.0,0.0,0.0
Muskegon,MI,173588,344.9,4.5,49960.0,86240.0,87348.0,40082.0,20324.0,19758.0,103982.0,52714.0,51268.0,29524.0,13202.0,16322.0,3514.0,1218.0,2296.0,37.0,1945107665.0
Newaygo,MI,48892,59.6,4.3,48860.0,24542.0,24350.0,11024.0,5586.0,5438.0,28511.0,14426.0,14085.0,9357.0,4530.0,4827.0,972.0,361.0,611.0,9.0,0.0
Oakland,MI,1259201,1385.7,3.3,80319.0,617094.0,642107.0,264031.0,135024.0,129007.0,783643.0,389445.0,394198.0,211527.0,92625.0,118902.0,27550.0,9330.0,18220.0,409.0,2742193015.0
Oceana,MI,26625,51.9,6.1,50374.0,13491.0,13134.0,6080.0,3127.0,2953.0,15066.0,7719.0,7347.0,5479.0,2645.0,2834.0,550.0,223.0,327.0,0.0,0.0
Ogemaw,MI,20952,38.5,7.0,41201.0,10439.0,10513.0,3880.0,1983.0,1897.0,11658.0,5839.0,5819.0,5414.0,2617.0,2797.0,570.0,210.0,360.0,10.0,0.0
Ontonagon,MI,5795,5.2,7.8,40798.0,2943.0,2852.0,736.0,372.0,364.0,2962.0,1497.0,1465.0,2097.0,1074.0,1023.0,191.0,67.0,124.0,0.0,0.0
Osceola,MI,23341,41.5,4.4,45607.0,11772.0,11569.0,5209.0,2735.0,2474.0,13185.0,6678.0,6507.0,4947.0,2359.0,2588.0,484.0,175.0,309.0,4.0,0.0
Oscoda,MI,8276,15.3,6.4,38927.0,4242.0,4034.0,1610.0,865.0,745.0,4414.0,2220.0,2194.0,2252.0,1157.0,1095.0,213.0,83.0,130.0,0.0,0.0
Otsego,MI,24665,46.9,5.2,51292.0,12228.0,12437.0,5209.0,2660.0,2549.0,14243.0,7122.0,7121.0,5213.0,2446.0,2767.0,596.0,226.0,370.0,4.0,0.0
Ottawa,MI,290494,468.2,2.8,70420.0,143564.0,146930.0,69797.0,35800.0,33997.0,177205.0,88018.0,89187.0,43492.0,19746.0,23746.0,5575.0,2000.0,3575.0,22.0,2023408409.0
Presque Isle,MI,12738,20.3,8.0,45502.0,6334.0,6404.0,2040.0,1008.0,1032.0,6697.0,3331.0,3366.0,4001.0,1995.0,2006.0,522.0,225.0,297.0,0.0,0.0
Roscommon,MI,23884,47.1,7.8,38613.0,11957.0,11927.0,3514.0,1819.0,1695.0,12597.0,6239.0,6358.0,7773.0,3899.0,3874.0,689.0,298.0,391.0,0.0,0.0
Saginaw,MI,190800,250.2,4.8,48805.0,92674.0,98126.0,40727.0,20831.0,19896.0,113290.0,55775.0,57515.0,36783.0,16068.0,20715.0,4978.0,1708.0,3270.0,133.0,3399116904.0
St. Clair,MI,159337,226.1,4.7,56557.0,79205.0,80132.0,33131.0,17095.0,16036.0,96184.0,48348.0,47836.0,30022.0,13762.0,16260.0,3489.0,1248.0,2241.0,23.0,2887832266.0
St. Joseph,MI,61043,122.4,3.7,52689.0,30446.0,30597.0,14907.0,7638.0,7269.0,35153.0,17824.0,17329.0,10983.0,4984.0,5999.0,1330.0,465.0,865.0,8.0,0.0
Sanilac,MI,41182,44.8,5.1,46184.0,20546.0,20636.0,8815.0,4496.0,4319.0,23548.0,11890.0,11658.0,8819.0,4160.0,4659.0,952.0,394.0,558.0,0.0,0.0
Schoolcraft,MI,8068,7.2,7.1,44887.0,3980.0,4088.0,1370.0,697.0,673.0,4536.0,2244.0,2292.0,2162.0,1039.0,1123.0,259.0,93.0,166.0,0.0,0.0
Shiawassee,MI,68192,133.1,4.3,54149.0,33706.0,34486.0,14424.0,7387.0,7037.0,41245.0,20658.0,20587.0,12523.0,5661.0,6862.0,1382.0,484.0,898.0,7.0,129085106.0
Tuscola,MI,52516,69.4,5.5,51113.0,26385.0,26131.0,10732.0,5649.0,5083.0,31149.0,15814.0,15335.0,10635.0,4922.0,5713.0,1136.0,409.0,727.0,0.0,0.0
Van Buren,MI,75448,125.5,4.8,57363.0,37451.0,37997.0,17518.0,8946.0,8572.0,44263.0,22108.0,22155.0,13667.0,6397.0,7270.0,1497.0,566.0,931.0,0.0,80279374.0
Washtenaw,MI,370963,488.4,3.0,72267.0,184083.0,186880.0,68932.0,35208.0,33724.0,250654.0,125796.0,124858.0,51377.0,23079.0,28298.0,6013.0,2129.0,3884.0,92.0,664850014.0
Wayne,MI,1753893,2974.4,5.2,46440.0,844609.0,909284.0,414221.0,211305.0,202916.0,1069118.0,518712.0,550406.0,270554.0,114592.0,155962.0,36445.0,12148.0,24297.0,586.0,4833192745.0
Wexford,MI,33466,57.9,4.7,46396.0,16766.0,16700.0,7761.0,3930.0,3831.0,19317.0,9762.0,9555.0,6388.0,3074.0,3314.0,776.0,301.0,475.0,6.0,0.0
Minnesota,MN,5611179,66.6,2.9,70295.0,,,,,,,,,,,,,,,,
Aitkin,MN,15902,8.9,5.6,44016.0,8034.0,7868.0,2658.0,1383.0,1275.0,7993.0,4025.0,3968.0,5251.0,2626.0,2625.0,535.0,222.0,313.0,4.0,0.0
Anoka,MN,353813,782.1,2.8,82284.0,176976.0,176837.0,84396.0,43029.0,41367.0,219705.0,111330.0,108375.0,49712.0,22617.0,27095.0,5100.0,1917.0,3183.0,35.0,2318721414.0
Becker,MN,34371,24.7,3.6,59440.0,17140.0,17231.0,8391.0,4234.0,4157.0,18928.0,9542.0,9386.0,7052.0,3364.0,3688.0,812.0,308.0,504.0,8.0,1037365727.0
Beltrami,MN,46847,17.7,4.1,47073.0,23406.0,23441.0,11769.0,6112.0,5657.0,27530.0,13779.0,13751.0,7548.0,3515.0,4033.0,1038.0,401.0,637.0,10.0,0.0
Benton,MN,40545,94.2,3.5,61341.0,20233.0,20312.0,10255.0,5219.0,5036.0,24581.0,12471.0,12110.0,5709.0,2543.0,3166.0,1005.0,324.0,681.0,0.0,3023331412.0
Big Stone,MN,4989,10.6,3.8,51058.0,2475.0,2514.0,1052.0,550.0,502.0,2613.0,1338.0,1275.0,1324.0,587.0,737.0,268.0,97.0,171.0,0.0,0.0
Blue Earth,MN,67427,85.6,2.5,58132.0,33935.0,33492.0,13246.0,6936.0,6310.0,44813.0,22786.0,22027.0,9368.0,4213.0,5155.0,1461.0,477.0,984.0,29.0,0.0
Brown,MN,25111,42.4,3.4,60626.0,12509.0,12602.0,5494.0,2909.0,2585.0,14374.0,7217.0,7157.0,5243.0,2383.0,2860.0,997.0,337.0,660.0,0.0,0.0
Carlton,MN,35837,41.1,4.1,60412.0,18690.0,17147.0,8042.0,4118.0,3924.0,21659.0,11743.0,9916.0,6136.0,2829.0,3307.0,806.0,244.0,562.0,6.0,0.0
Carver,MN,103551,256.9,2.5,104248.0,51395.0,52156.0,27701.0,14127.0,13574.0,63407.0,31646.0,31761.0,12443.0,5622.0,6821.0,1562.0,514.0,1048.0,25.0,881547644.0
Cass,MN,29519,14.1,5.1,48651.0,15078.0,14441.0,6243.0,3291.0,2952.0,15617.0,7903.0,7714.0,7659.0,3884.0,3775.0,740.0,292.0,448.0,0.0,0.0
Chippewa,MN,11924,21.4,3.2,53540.0,5986.0,5938.0,2808.0,1422.0,1386.0,6590.0,3413.0,3177.0,2526.0,1151.0,1375.0,430.0,149.0,281.0,0.0,0.0
Chisago,MN,55922,129.9,3.4,82814.0,28861.0,27061.0,12729.0,6547.0,6182.0,34581.0,18170.0,16411.0,8612.0,4144.0,4468.0,960.0,345.0,615.0,10.0,5129605.0
Clay,MN,63955,56.4,2.9,65914.0,31670.0,32285.0,15804.0,8120.0,7684.0,39738.0,19741.0,19997.0,8413.0,3809.0,4604.0,1336.0,458.0,878.0,0.0,445093295.0
Clearwater,MN,8810,8.7,8.1,51475.0,4504.0,4306.0,2185.0,1143.0,1042.0,4843.0,2485.0,2358.0,1782.0,876.0,906.0,237.0,103.0,134.0,0.0,0.0
Cook,MN,5393,3.6,3.5,54465.0,2698.0,2695.0,851.0,447.0,404.0,3002.0,1492.0,1510.0,1540.0,759.0,781.0,163.0,53.0,110.0,0.0,0.0
Cottonwood,MN,11277,18.3,3.6,51788.0,5636.0,5641.0,2756.0,1434.0,1322.0,5949.0,3035.0,2914.0,2572.0,1167.0,1405.0,454.0,164.0,290.0,0.0,0.0
Crow Wing,MN,64889,62.6,3.9,53481.0,32283.0,32606.0,14053.0,7162.0,6891.0,36287.0,18245.0,18042.0,14549.0,6876.0,7673.0,1758.0,645.0,1113.0,16.0,0.0
Dakota,MN,425423,709.0,2.5,86403.0,209855.0,215568.0,103669.0,53310.0,50359.0,261472.0,129927.0,131545.0,60282.0,26618.0,33664.0,7220.0,2599.0,4621.0,12.0,3013690286.0
Dodge,MN,20822,45.7,3.0,75955.0,10395.0,10427.0,5369.0,2720.0,2649.0,12389.0,6252.0,6137.0,3064.0,1423.0,1641.0,414.0,148.0,266.0,0.0,875447314.0
Douglas,MN,37964,56.5,2.8,60979.0,18993.0,18971.0,8182.0,4157.0,4025.0,21131.0,10769.0,10362.0,8651.0,4067.0,4584.0,1248.0,464.0,784.0,8.0,0.0
Faribault,MN,13758,20.4,3.5,52560.0,6875.0,6883.0,3049.0,1574.0,1475.0,7569.0,3885.0,3684.0,3140.0,1416.0,1724.0,527.0,172.0,355.0,4.0,0.0
Fillmore,MN,21058,24.2,3.1,58761.0,10563.0,10495.0,5191.0,2714.0,2477.0,11458.0,5830.0,5628.0,4409.0,2019.0,2390.0,775.0,258.0,517.0,0.0,234734134.0
Freeborn,MN,30444,44.2,3.2,52010.0,15158.0,15286.0,6677.0,3460.0,3217.0,17025.0,8668.0,8357.0,6742.0,3030.0,3712.0,1065.0,376.0,689.0,18.0,0.0
Goodhue,MN,46403,61.0,2.7,67039.0,23012.0,23391.0,10293.0,5231.0,5062.0,26986.0,13605.0,13381.0,9124.0,4176.0,4948.0,1369.0,477.0,892.0,4.0,552050754.0
Grant,MN,6021,11.0,4.0,54917.0,3023.0,2998.0,1364.0,695.0,669.0,3256.0,1643.0,1613.0,1401.0,685.0,716.0,240.0,95.0,145.0,0.0,0.0
Hennepin,MN,1259428,2081.7,2.5,76067.0,623200.0,636228.0,276541.0,140383.0,136158.0,806099.0,405060.0,401039.0,176788.0,77757.0,99031.0,24636.0,8637.0,15999.0,311.0,5362022282.0
Houston,MN,18578,34.5,2.9,59613.0,9328.0,9250.0,4035.0,2115.0,1920.0,10551.0,5329.0,5222.0,3992.0,1884.0,2108.0,630.0,231.0,399.0,0.0,1129688342.0
Hubbard,MN,21332,22.1,5.0,55687.0,10829.0,10503.0,4513.0,2330.0,2183.0,11476.0,5824.0,5652.0,5343.0,2675.0,2668.0,549.0,244.0,305.0,0.0,0.0
Isanti,MN,39966,86.8,3.7,73468.0,20210.0,19756.0,9395.0,4862.0,4533.0,24147.0,12405.0,11742.0,6424.0,2943.0,3481.0,767.0,270.0,497.0,0.0,0.0
Itasca,MN,45108,16.9,5.4,53143.0,22797.0,22311.0,9370.0,4899.0,4471.0,25145.0,12770.0,12375.0,10593.0,5128.0,5465.0,1333.0,529.0,804.0,9.0,0.0
Jackson,MN,9911,14.6,2.9,57786.0,5073.0,4838.0,2140.0,1114.0,1026.0,5554.0,2918.0,2636.0,2217.0,1041.0,1176.0,411.0,165.0,246.0,0.0,0.0
Kanabec,MN,16207,31.1,5.5,56950.0,8159.0,8048.0,3490.0,1734.0,1756.0,9393.0,4821.0,4572.0,3324.0,1604.0,1720.0,342.0,127.0,215.0,4.0,0.0
Kandiyohi,MN,42855,53.0,2.9,60579.0,21576.0,21279.0,10514.0,5469.0,5045.0,24280.0,12390.0,11890.0,8061.0,3717.0,4344.0,1259.0,427.0,832.0,8.0,0.0
Kittson,MN,4248,4.1,2.9,54438.0,2138.0,2110.0,909.0,466.0,443.0,2303.0,1192.0,1111.0,1036.0,480.0,556.0,167.0,48.0,119.0,0.0,0.0
Koochiching,MN,12440,4.3,6.1,46281.0,6225.0,6215.0,2265.0,1138.0,1127.0,6996.0,3567.0,3429.0,3179.0,1520.0,1659.0,389.0,143.0,246.0,0.0,0.0
Lac qui Parle,MN,6658,9.5,3.6,52445.0,3347.0,3311.0,1342.0,704.0,638.0,3482.0,1789.0,1693.0,1834.0,854.0,980.0,390.0,139.0,251.0,0.0,0.0
Lake,MN,10658,5.2,3.1,61015.0,5488.0,5170.0,2005.0,1088.0,917.0,5878.0,3010.0,2868.0,2775.0,1390.0,1385.0,399.0,168.0,231.0,0.0,0.0
Lake of the Woods,MN,3758,3.1,3.8,52058.0,1966.0,1792.0,715.0,375.0,340.0,2132.0,1138.0,994.0,911.0,453.0,458.0,103.0,34.0,69.0,0.0,0.0
Le Sueur,MN,28494,61.7,4.1,67269.0,14369.0,14125.0,6808.0,3499.0,3309.0,16699.0,8519.0,8180.0,4987.0,2351.0,2636.0,575.0,184.0,391.0,0.0,0.0
Lincoln,MN,5673,11.0,3.0,51305.0,2861.0,2812.0,1328.0,690.0,638.0,2937.0,1541.0,1396.0,1408.0,630.0,778.0,302.0,119.0,183.0,0.0,0.0
Lyon,MN,25629,36.2,2.9,57690.0,12789.0,12840.0,6615.0,3456.0,3159.0,14954.0,7524.0,7430.0,4060.0,1809.0,2251.0,742.0,241.0,501.0,0.0,0.0
McLeod,MN,35873,74.6,3.1,61959.0,17925.0,17948.0,8254.0,4226.0,4028.0,20903.0,10670.0,10233.0,6716.0,3029.0,3687.0,996.0,346.0,650.0,6.0,0.0
Mahnomen,MN,5519,9.7,4.6,43162.0,2781.0,2738.0,1748.0,916.0,832.0,2820.0,1424.0,1396.0,951.0,441.0,510.0,132.0,51.0,81.0,0.0,0.0
Marshall,MN,9390,5.3,5.8,58105.0,4738.0,4652.0,2158.0,1066.0,1092.0,5216.0,2737.0,2479.0,2016.0,935.0,1081.0,360.0,133.0,227.0,0.0,0.0
Martin,MN,19785,29.3,3.1,50821.0,9804.0,9981.0,4306.0,2180.0,2126.0,10829.0,5510.0,5319.0,4650.0,2114.0,2536.0,897.0,298.0,599.0,0.0,0.0
Meeker,MN,23141,38.3,3.5,66557.0,11783.0,11358.0,5594.0,2875.0,2719.0,12913.0,6693.0,6220.0,4634.0,2215.0,2419.0,693.0,266.0,427.0,0.0,0.0
Mille Lacs,MN,26139,45.6,4.8,53289.0,13139.0,13000.0,6292.0,3252.0,3040.0,15060.0,7678.0,7382.0,4787.0,2209.0,2578.0,632.0,212.0,420.0,4.0,0.0
Morrison,MN,33169,29.5,4.7,57471.0,16745.0,16424.0,7761.0,3995.0,3766.0,18921.0,9721.0,9200.0,6487.0,3029.0,3458.0,957.0,343.0,614.0,6.0,0.0
Mower,MN,40011,55.1,2.7,53387.0,20124.0,19887.0,10093.0,5205.0,4888.0,22578.0,11635.0,10943.0,7340.0,3284.0,4056.0,1463.0,499.0,964.0,0.0,200838154.0
Murray,MN,8276,12.4,3.7,59938.0,4140.0,4136.0,1815.0,927.0,888.0,4350.0,2186.0,2164.0,2111.0,1027.0,1084.0,346.0,128.0,218.0,0.0,0.0
Nicollet,MN,34220,73.0,2.2,66209.0,17295.0,16925.0,7585.0,3851.0,3734.0,21077.0,10841.0,10236.0,5558.0,2603.0,2955.0,765.0,277.0,488.0,0.0,0.0
Nobles,MN,21924,29.9,2.6,55766.0,11300.0,10624.0,6004.0,3044.0,2960.0,12335.0,6597.0,5738.0,3585.0,1659.0,1926.0,680.0,224.0,456.0,0.0,0.0
Norman,MN,6475,7.9,4.3,48799.0,3262.0,3213.0,1559.0,806.0,753.0,3550.0,1801.0,1749.0,1366.0,655.0,711.0,223.0,75.0,148.0,0.0,0.0
Olmsted,MN,156277,220.8,2.3,76001.0,76246.0,80031.0,38258.0,19409.0,18849.0,93747.0,46116.0,47631.0,24272.0,10721.0,13551.0,3611.0,1311.0,2300.0,218.0,438626431.0
Otter Tail,MN,58812,29.1,3.6,53778.0,29588.0,29224.0,12881.0,6634.0,6247.0,31939.0,16290.0,15649.0,13992.0,6664.0,7328.0,2050.0,721.0,1329.0,5.0,0.0
Pennington,MN,14178,22.6,4.2,57494.0,7032.0,7146.0,3225.0,1595.0,1630.0,8361.0,4314.0,4047.0,2592.0,1123.0,1469.0,430.0,139.0,291.0,0.0,0.0
Pine,MN,29483,21.1,4.8,50387.0,15830.0,13653.0,5775.0,3030.0,2745.0,17610.0,9869.0,7741.0,6098.0,2931.0,3167.0,696.0,278.0,418.0,0.0,0.0
Pipestone,MN,9047,20.6,2.9,55378.0,4406.0,4641.0,2336.0,1192.0,1144.0,4815.0,2434.0,2381.0,1896.0,780.0,1116.0,399.0,114.0,285.0,0.0,0.0
Polk,MN,31529,16.0,3.7,60180.0,15828.0,15701.0,7629.0,3893.0,3736.0,18234.0,9376.0,8858.0,5666.0,2559.0,3107.0,950.0,262.0,688.0,5.0,1336819287.0
Pope,MN,11097,16.4,2.6,60975.0,5665.0,5432.0,2305.0,1228.0,1077.0,6082.0,3150.0,2932.0,2710.0,1287.0,1423.0,426.0,156.0,270.0,0.0,0.0
Ramsey,MN,550210,3341.6,2.7,62937.0,268571.0,281639.0,128232.0,65614.0,62618.0,342650.0,168818.0,173832.0,79328.0,34139.0,45189.0,11134.0,3716.0,7418.0,135.0,6226193938.0
Red Lake,MN,3999,9.5,5.2,54412.0,2042.0,1957.0,966.0,504.0,462.0,2196.0,1135.0,1061.0,837.0,403.0,434.0,127.0,46.0,81.0,0.0,0.0
Redwood,MN,15249,18.3,3.6,56760.0,7611.0,7638.0,3778.0,1918.0,1860.0,8246.0,4246.0,4000.0,3225.0,1447.0,1778.0,584.0,177.0,407.0,0.0,0.0
Renville,MN,14612,16.0,3.9,59787.0,7427.0,7185.0,3385.0,1723.0,1662.0,8187.0,4261.0,3926.0,3040.0,1443.0,1597.0,544.0,186.0,358.0,0.0,0.0
Rice,MN,66523,129.4,2.8,67024.0,33901.0,32622.0,14537.0,7281.0,7256.0,41736.0,21901.0,19835.0,10250.0,4719.0,5531.0,1336.0,462.0,874.0,4.0,0.0
Rock,MN,9414,20.1,2.3,63503.0,4636.0,4778.0,2408.0,1186.0,1222.0,5139.0,2601.0,2538.0,1867.0,849.0,1018.0,333.0,108.0,225.0,0.0,0.0
Roseau,MN,15150,9.3,3.3,60239.0,7795.0,7355.0,3651.0,1852.0,1799.0,8848.0,4695.0,4153.0,2651.0,1248.0,1403.0,383.0,118.0,265.0,0.0,0.0
St. Louis,MN,199754,32.0,3.7,53833.0,100283.0,99471.0,38011.0,19557.0,18454.0,122995.0,62823.0,60172.0,38748.0,17903.0,20845.0,5338.0,1798.0,3540.0,179.0,3271418582.0
Scott,MN,147381,364.5,2.5,101427.0,73440.0,73941.0,40458.0,20539.0,19919.0,90888.0,45572.0,45316.0,16035.0,7329.0,8706.0,1768.0,659.0,1109.0,0.0,1644981978.0
Sherburne,MN,96036,204.4,3.2,81850.0,49201.0,46835.0,25433.0,12964.0,12469.0,59719.0,31213.0,28506.0,10884.0,5024.0,5860.0,1151.0,370.0,781.0,0.0,616785142.0
Sibley,MN,15028,25.9,3.2,66209.0,7560.0,7468.0,3542.0,1773.0,1769.0,8730.0,4535.0,4195.0,2756.0,1252.0,1504.0,434.0,142.0,292.0,0.0,0.0
Stearns,MN,159256,112.2,2.9,60843.0,80406.0,78850.0,36701.0,18626.0,18075.0,98476.0,50557.0,47919.0,24079.0,11223.0,12856.0,3328.0,1288.0,2040.0,41.0,3606076163.0
Steele,MN,36803,85.1,2.9,65323.0,18326.0,18477.0,9163.0,4548.0,4615.0,21149.0,10833.0,10316.0,6491.0,2945.0,3546.0,1019.0,373.0,646.0,0.0,95295637.0
Stevens,MN,9753,17.3,2.4,61929.0,4850.0,4903.0,2050.0,1071.0,979.0,6017.0,3023.0,2994.0,1686.0,756.0,930.0,357.0,120.0,237.0,0.0,0.0
Swift,MN,9345,13.2,3.7,51552.0,4725.0,4620.0,2162.0,1112.0,1050.0,5139.0,2706.0,2433.0,2044.0,907.0,1137.0,372.0,117.0,255.0,0.0,0.0
Todd,MN,24582,26.3,3.9,58113.0,12672.0,11910.0,5852.0,3096.0,2756.0,13436.0,6965.0,6471.0,5294.0,2611.0,2683.0,710.0,297.0,413.0,3.0,368172867.0
Traverse,MN,3308,6.2,3.2,49773.0,1659.0,1649.0,693.0,356.0,337.0,1783.0,925.0,858.0,832.0,378.0,454.0,186.0,61.0,125.0,0.0,0.0
Wabasha,MN,21645,41.4,2.9,63633.0,10845.0,10800.0,4712.0,2431.0,2281.0,12210.0,6145.0,6065.0,4723.0,2269.0,2454.0,643.0,251.0,392.0,0.0,747102859.0
Wadena,MN,13773,25.8,5.2,46312.0,6815.0,6958.0,3532.0,1799.0,1733.0,7344.0,3731.0,3613.0,2897.0,1285.0,1612.0,496.0,142.0,354.0,2.0,0.0
Waseca,MN,18691,45.2,4.1,58335.0,9008.0,9683.0,4332.0,2206.0,2126.0,10959.0,5216.0,5743.0,3400.0,1586.0,1814.0,519.0,191.0,328.0,0.0,0.0
Washington,MN,259201,619.7,2.5,95840.0,128076.0,131125.0,63678.0,32303.0,31375.0,156617.0,77985.0,78632.0,38906.0,17788.0,21118.0,4580.0,1667.0,2913.0,31.0,1108094998.0
Watonwan,MN,10980,25.8,3.5,51962.0,5426.0,5554.0,2683.0,1328.0,1355.0,6106.0,3058.0,3048.0,2191.0,1040.0,1151.0,425.0,170.0,255.0,0.0,0.0
Wilkin,MN,6254,8.8,3.0,61387.0,3228.0,3026.0,1402.0,756.0,646.0,3652.0,1904.0,1748.0,1200.0,568.0,632.0,177.0,75.0,102.0,0.0,0.0
Winona,MN,50825,82.2,2.6,56076.0,25133.0,25692.0,9158.0,4584.0,4574.0,33036.0,16540.0,16496.0,8631.0,4009.0,4622.0,1189.0,375.0,814.0,8.0,685302533.0
Wright,MN,136349,188.5,3.0,87377.0,68848.0,67501.0,38003.0,19486.0,18517.0,81131.0,41383.0,39748.0,17215.0,7979.0,9236.0,1934.0,726.0,1208.0,3.0,43262141.0
Yellow Medicine,MN,9795,13.8,3.0,56528.0,4948.0,4847.0,2303.0,1175.0,1128.0,5511.0,2849.0,2662.0,1981.0,924.0,1057.0,397.0,123.0,274.0,0.0,0.0
Mississippi,MS,2986530,63.2,4.8,44740.0,,,,,,,,,,,,,,,,
Adams,MS,31192,69.8,6.2,33392.0,16249.0,14943.0,6259.0,3139.0,3120.0,19059.0,10627.0,8432.0,5874.0,2483.0,3391.0,739.0,223.0,516.0,15.0,0.0
Alcorn,MS,36925,92.6,4.1,40010.0,18024.0,18901.0,8406.0,4265.0,4141.0,21706.0,10838.0,10868.0,6813.0,2921.0,3892.0,695.0,228.0,467.0,24.0,0.0
Amite,MS,12326,18.0,6.0,38092.0,5967.0,6359.0,2526.0,1266.0,1260.0,6904.0,3388.0,3516.0,2896.0,1313.0,1583.0,345.0,112.0,233.0,0.0,0.0
Attala,MS,18365,26.6,5.7,36761.0,8698.0,9667.0,4621.0,2227.0,2394.0,10223.0,4912.0,5311.0,3521.0,1559.0,1962.0,457.0,136.0,321.0,0.0,0.0
Benton,MS,8271,21.5,5.6,35184.0,4100.0,4171.0,1793.0,905.0,888.0,4931.0,2486.0,2445.0,1547.0,709.0,838.0,176.0,59.0,117.0,0.0,0.0
Bolivar,MS,31333,39.0,6.1,33116.0,14557.0,16776.0,7611.0,3840.0,3771.0,18771.0,8709.0,10062.0,4951.0,2008.0,2943.0,502.0,117.0,385.0,8.0,0.0
Calhoun,MS,14436,25.5,4.3,39176.0,6942.0,7494.0,3376.0,1750.0,1626.0,8328.0,3999.0,4329.0,2732.0,1193.0,1539.0,359.0,106.0,253.0,0.0,0.0
Carroll,MS,9911,16.9,5.5,42588.0,5012.0,4899.0,1840.0,913.0,927.0,5723.0,2976.0,2747.0,2348.0,1123.0,1225.0,244.0,94.0,150.0,0.0,0.0
Chickasaw,MS,17171,34.7,5.0,37429.0,8439.0,8732.0,4263.0,2171.0,2092.0,9950.0,4987.0,4963.0,2958.0,1281.0,1677.0,349.0,103.0,246.0,0.0,0.0
Choctaw,MS,8278,20.4,4.8,38479.0,4044.0,4234.0,1797.0,939.0,858.0,4696.0,2336.0,2360.0,1785.0,769.0,1016.0,203.0,72.0,131.0,0.0,0.0
