,County,State,Mean Household Income,Population,Median Age,Per Capita Income,Poverty Count,Unemployment Count
1192,Armstrong,PA,49032.0,66331.0,46.3,26465.0,7683.0,1990.0
1193,Clinton,PA,49234.0,39074.0,38.8,23780.0,6491.0,1069.0
1194,Carbon,PA,53624.0,63931.0,46.0,26867.0,7861.0,2221.0
1195,Centre,PA,58055.0,161443.0,31.7,29432.0,26301.0,3409.0
1196,Northumberland,PA,47063.0,92325.0,44.4,25506.0,12283.0,1952.0
1197,Northampton,PA,67565.0,301778.0,42.1,34017.0,26465.0,8296.0
1198,Cameron,PA,41485.0,4686.0,52.2,25898.0,665.0,80.0
1199,Venango,PA,47982.0,52376.0,46.5,25837.0,7088.0,1660.0
1200,Beaver,PA,55828.0,166896.0,45.1,30016.0,17920.0,4344.0
1201,Bucks,PA,86055.0,626370.0,43.8,44103.0,37423.0,15665.0
1202,Lackawanna,PA,50875.0,211454.0,42.3,28427.0,30748.0,4923.0
1203,McKean,PA,46953.0,41806.0,42.9,25517.0,6480.0,1339.0
1204,Fayette,PA,44476.0,132289.0,44.8,25876.0,22683.0,4340.0
1205,Montgomery,PA,88166.0,821301.0,41.3,46776.0,49866.0,20904.0
1206,Greene,PA,54121.0,37144.0,42.0,26902.0,4778.0,678.0
1207,Lebanon,PA,59114.0,138674.0,41.2,28560.0,14073.0,3768.0
1208,Luzerne,PA,51646.0,317884.0,43.0,27919.0,45514.0,10037.0
1209,Montour,PA,57183.0,18294.0,43.0,34095.0,1957.0,200.0
1210,Columbia,PA,49889.0,66220.0,40.8,25794.0,8800.0,1545.0
1211,Butler,PA,68472.0,186566.0,43.2,36383.0,14952.0,4118.0
1212,Jefferson,PA,46818.0,44084.0,43.9,24974.0,6011.0,893.0
1213,Lancaster,PA,63823.0,538347.0,38.6,30778.0,52452.0,11213.0
1214,Perry,PA,62266.0,45924.0,43.0,29685.0,3848.0,887.0
1215,Potter,PA,42821.0,16937.0,46.7,24087.0,2392.0,468.0
1216,Tioga,PA,50667.0,41226.0,44.3,26059.0,5773.0,1133.0
1217,Providence,RI,55233.0,634533.0,37.3,30356.0,98661.0,22452.0
1218,Bristol,RI,75578.0,48900.0,44.2,43617.0,3432.0,910.0
1219,Newport,RI,77237.0,83075.0,45.0,45442.0,6791.0,1991.0
1220,Aiken,SC,50036.0,166926.0,41.0,27526.0,26420.0,6020.0
1221,Newberry,SC,42765.0,38068.0,41.5,23344.0,6917.0,1270.0
1222,Edgefield,SC,49200.0,26769.0,42.7,25410.0,3762.0,744.0
1223,Clarendon,SC,37525.0,34017.0,44.3,20967.0,7609.0,1569.0
1224,Colleton,SC,36276.0,37568.0,42.2,21003.0,7779.0,1558.0
1225,Sumter,SC,43792.0,106995.0,36.3,22272.0,21177.0,5068.0
1226,Lexington,SC,59593.0,286316.0,39.0,30316.0,35768.0,8362.0
1227,Barnwell,SC,36566.0,21577.0,40.9,19620.0,5529.0,714.0
1228,York,SC,62431.0,258641.0,38.5,32227.0,29188.0,8069.0
1229,Berkeley,SC,59995.0,209065.0,36.0,28331.0,24936.0,5298.0
1230,Darlington,SC,36254.0,67253.0,41.4,21587.0,14659.0,3486.0
1231,Georgetown,SC,48071.0,61605.0,49.2,29929.0,11160.0,2306.0
1232,Anderson,SC,47906.0,195995.0,40.7,25807.0,29419.0,5481.0
1233,Chesterfield,SC,40033.0,46024.0,42.3,20676.0,10232.0,1969.0
1234,Greenwood,SC,40982.0,70264.0,39.4,23945.0,15285.0,2711.0
1235,Horry,SC,48279.0,320915.0,45.2,26917.0,51669.0,9738.0
1236,Kershaw,SC,49392.0,64361.0,41.7,24253.0,10488.0,1925.0
1237,Orangeburg,SC,36188.0,88454.0,39.6,19992.0,20697.0,3564.0
1238,Abbeville,SC,36685.0,24657.0,43.8,21185.0,5395.0,800.0
1239,Bamberg,SC,32229.0,14600.0,41.9,18873.0,3536.0,336.0
1240,Calhoun,SC,44534.0,14713.0,46.0,25953.0,2662.0,435.0
1241,Dillon,SC,29362.0,30871.0,37.5,16473.0,10288.0,1084.0
1242,Richland,SC,53922.0,408263.0,33.2,29010.0,61617.0,14248.0
1243,Fairfield,SC,36294.0,22712.0,46.4,22527.0,5146.0,735.0
1244,Hampton,SC,32453.0,19807.0,39.7,17523.0,3436.0,828.0
1245,Greenville,SC,56789.0,498402.0,38.1,30776.0,60123.0,11986.0
1246,Lancaster,SC,55223.0,89546.0,42.0,29271.0,12722.0,2761.0
1247,Dorchester,SC,61698.0,155474.0,36.5,28704.0,18746.0,4468.0
1248,Florence,SC,45479.0,138561.0,39.0,25149.0,25750.0,5143.0
1249,Laurens,SC,41578.0,66710.0,41.1,21743.0,12813.0,2564.0
1250,McCormick,SC,42262.0,9606.0,53.9,24419.0,1598.0,399.0
1251,Pickens,SC,47024.0,122746.0,36.2,24803.0,20294.0,3375.0
1252,Union,SC,40120.0,27644.0,43.8,22372.0,5887.0,943.0
1253,Williamsburg,SC,32351.0,31794.0,42.1,18454.0,7564.0,927.0
1254,Aurora,SD,59293.0,2759.0,38.3,31468.0,192.0,18.0
1255,Grant,SD,62532.0,7217.0,43.5,31453.0,558.0,37.0
1256,Tripp,SD,51027.0,5468.0,46.4,26242.0,1062.0,102.0
1257,Jackson,SD,33438.0,3287.0,30.6,13595.0,1523.0,94.0
1258,Minnehaha,SD,60028.0,186749.0,34.7,30471.0,19518.0,3480.0
1259,Custer,SD,55472.0,8573.0,54.3,30439.0,1080.0,139.0
1260,Hyde,SD,54891.0,1331.0,51.0,31692.0,186.0,13.0
1261,Clark,SD,47798.0,3673.0,41.3,30339.0,470.0,65.0
1262,Faulk,SD,53889.0,2322.0,48.1,29065.0,289.0,4.0
1263,Kingsbury,SD,59375.0,4967.0,45.6,32259.0,462.0,21.0
1264,Walworth,SD,52123.0,5510.0,43.0,31302.0,537.0,79.0
1265,Clay,SD,43189.0,13925.0,25.0,26230.0,2974.0,473.0
1266,Day,SD,44145.0,5506.0,48.0,28873.0,1024.0,52.0
1267,Douglas,SD,57419.0,2930.0,47.3,29458.0,210.0,16.0
1268,Harding,SD,57365.0,1311.0,42.7,31599.0,109.0,16.0
1269,McPherson,SD,43804.0,2364.0,50.0,27240.0,348.0,91.0
1270,Roberts,SD,50495.0,10285.0,38.5,26537.0,1893.0,307.0
1271,Sully,SD,64028.0,1331.0,45.5,42276.0,58.0,4.0
1272,Lincoln,SD,81422.0,54914.0,34.6,39797.0,2015.0,680.0
1273,Lake,SD,59232.0,12574.0,43.2,31574.0,1468.0,299.0
1274,Lawrence,SD,52245.0,25234.0,41.9,31744.0,2872.0,369.0
1275,Codington,SD,54774.0,27993.0,38.8,29992.0,3415.0,403.0
1276,Butte,SD,44387.0,10177.0,40.5,26702.0,1199.0,195.0
1277,Corson,SD,35441.0,4168.0,28.7,15984.0,1837.0,461.0
1278,Edmunds,SD,68551.0,3940.0,43.1,32492.0,210.0,51.0
1279,Campbell,SD,52500.0,1435.0,51.3,39986.0,57.0,7.0
1280,Bennett,SD,48348.0,3437.0,29.0,16625.0,1153.0,164.0
1281,Haakon,SD,37420.0,2082.0,46.5,24426.0,272.0,25.0
1282,Jones,SD,41103.0,735.0,55.9,28850.0,78.0,21.0
1283,Meade,SD,59218.0,27424.0,36.2,28654.0,1979.0,201.0
1284,McCook,SD,62234.0,5511.0,40.0,28032.0,533.0,116.0
1285,Turner,SD,55380.0,8264.0,43.0,29465.0,861.0,109.0
1286,Brown,SD,56455.0,38840.0,36.9,31977.0,4533.0,464.0
1287,Hanson,SD,63036.0,3397.0,36.3,25039.0,227.0,20.0
1288,Mellette,SD,31222.0,2055.0,33.0,13538.0,965.0,51.0
1289,Perkins,SD,56850.0,2907.0,47.0,33065.0,338.0,52.0
1290,Pennington,SD,55024.0,109294.0,38.6,30518.0,14222.0,2148.0
1291,Union,SD,69563.0,15177.0,40.6,40699.0,1064.0,151.0
1292,Miner,SD,51394.0,2229.0,44.1,27570.0,198.0,30.0
1293,Ziebach,SD,37143.0,2814.0,31.6,14943.0,1146.0,309.0
1294,Deuel,SD,57930.0,4306.0,44.4,29281.0,413.0,47.0
1295,Bon Homme,SD,54450.0,6969.0,42.8,23525.0,594.0,40.0
1296,Brule,SD,50839.0,5256.0,41.0,28292.0,901.0,57.0
1297,Fall River,SD,50837.0,6774.0,51.3,27266.0,896.0,58.0
1298,Gregory,SD,44479.0,4201.0,45.5,27579.0,577.0,22.0
1299,Oglala Lakota,SD,30347.0,14335.0,25.3,10148.0,6992.0,851.0
1300,Maury,TN,54249.0,89776.0,38.8,27307.0,10986.0,2287.0
1301,Union,TN,41352.0,19293.0,42.3,21677.0,4096.0,676.0
1302,Montgomery,TN,55972.0,196387.0,30.6,25938.0,26016.0,6085.0
1303,Dickson,TN,50549.0,51988.0,39.4,26093.0,7333.0,946.0
1304,Morgan,TN,40166.0,21596.0,41.1,19726.0,4093.0,602.0
1305,Grundy,TN,36987.0,13331.0,43.2,18782.0,3184.0,443.0
1306,Monroe,TN,38327.0,45876.0,43.6,21919.0,8650.0,1722.0
1307,Henry,TN,40837.0,32279.0,45.4,22727.0,6290.0,898.0
1308,Cocke,TN,33614.0,35336.0,44.9,21332.0,8700.0,1557.0
1309,Crockett,TN,42047.0,14499.0,40.4,22050.0,2745.0,333.0
1310,DeKalb,TN,44134.0,19601.0,41.2,25643.0,3364.0,428.0
1311,Lake,TN,34966.0,7526.0,40.2,16671.0,1268.0,217.0
1312,Knox,TN,54437.0,456185.0,37.3,31678.0,67732.0,11489.0
1313,Lewis,TN,37139.0,11956.0,43.9,21510.0,2385.0,192.0
1314,McMinn,TN,41398.0,52773.0,42.7,23842.0,10077.0,1582.0
1315,Marshall,TN,49370.0,32269.0,39.0,24876.0,4661.0,949.0
1316,Obion,TN,39866.0,30520.0,43.0,23141.0,6814.0,863.0
1317,Rhea,TN,39451.0,32628.0,40.2,22070.0,6901.0,1100.0
1318,Scott,TN,35453.0,21954.0,38.9,19179.0,4799.0,815.0
1319,Tipton,TN,60167.0,61446.0,37.5,27212.0,8432.0,2279.0
1320,Anderson,TN,49376.0,75775.0,43.3,27913.0,12022.0,2114.0
1321,Dyer,TN,43762.0,37576.0,40.1,25427.0,6806.0,1333.0
1322,Fentress,TN,35084.0,17994.0,45.0,19013.0,3855.0,497.0
1323,Gibson,TN,41886.0,49175.0,40.1,22565.0,8201.0,1399.0
1324,Hamilton,TN,53035.0,357546.0,39.6,31184.0,47360.0,9965.0
1325,Loudon,TN,56078.0,51610.0,47.5,30175.0,6105.0,1180.0
1326,Rutherford,TN,63846.0,307128.0,33.3,28883.0,35604.0,8196.0
1327,Smith,TN,46404.0,19458.0,40.7,26256.0,2858.0,333.0
1328,Wilson,TN,71513.0,132663.0,40.2,32850.0,10674.0,2687.0
1329,Sullivan,TN,43442.0,156734.0,44.9,26933.0,25670.0,4371.0
1330,Warren,TN,37715.0,40454.0,40.2,22328.0,9103.0,1099.0
1331,Washington,TN,46752.0,127055.0,39.9,28261.0,19210.0,2963.0
1332,Benton,TN,33125.0,16112.0,47.4,21374.0,3403.0,479.0
1333,Campbell,TN,38170.0,39687.0,43.8,23064.0,7660.0,1443.0
1334,Cannon,TN,49523.0,13976.0,42.0,24700.0,2194.0,325.0
1335,Fayette,TN,59017.0,39692.0,45.4,31629.0,5449.0,1280.0
1336,Hancock,TN,28990.0,6585.0,44.6,20578.0,1647.0,211.0
1337,Johnson,TN,34151.0,17789.0,46.1,19784.0,3713.0,229.0
1338,Lincoln,TN,45736.0,33711.0,43.1,25077.0,5280.0,749.0
1339,Moore,TN,52294.0,6322.0,45.3,29969.0,492.0,136.0
1340,Franklin,TN,49038.0,41512.0,41.9,27027.0,5841.0,886.0
1341,Blount,TN,54140.0,128443.0,43.4,29634.0,14808.0,3238.0
1342,Lawrence,TN,41553.0,42937.0,39.4,20752.0,8029.0,1532.0
1343,Carter,TN,36589.0,56391.0,44.9,21963.0,12841.0,1326.0
1344,Grainger,TN,42997.0,23013.0,44.6,22151.0,4210.0,667.0
1345,Lauderdale,TN,37915.0,26297.0,38.2,18128.0,5242.0,849.0
1346,Marion,TN,48024.0,28417.0,43.1,24714.0,5084.0,679.0
1347,Overton,TN,36558.0,22004.0,42.9,20581.0,3687.0,376.0
1348,Sumner,TN,64631.0,179473.0,39.6,32297.0,16833.0,3657.0
1349,Trousdale,TN,52864.0,9573.0,36.0,23634.0,1458.0,435.0
1350,Williamson,TN,109026.0,218648.0,39.2,50931.0,9474.0,3777.0
1351,Clay,TN,31487.0,7686.0,48.8,19512.0,2026.0,126.0
1352,Greene,TN,40138.0,68669.0,44.5,23668.0,11299.0,1956.0
1353,Shelby,TN,49782.0,937005.0,35.4,28828.0,189641.0,36236.0
1354,Van Buren,TN,37127.0,5704.0,47.1,19560.0,1060.0,288.0
1355,Henderson,TN,42430.0,27859.0,41.4,21793.0,5331.0,956.0
1356,Hickman,TN,41998.0,24678.0,40.8,22248.0,4160.0,507.0
1357,Jefferson,TN,47264.0,53247.0,43.4,24855.0,7169.0,1429.0
1358,Sequatchie,TN,51750.0,14730.0,43.3,22383.0,2410.0,350.0
1359,Sevier,TN,45943.0,96287.0,42.7,23869.0,14281.0,2777.0
1360,Carroll,TN,40810.0,28018.0,42.9,22007.0,5358.0,691.0
1361,Chester,TN,45667.0,17150.0,37.5,21425.0,2951.0,714.0
1362,Davidson,TN,56507.0,684017.0,34.3,34343.0,108515.0,18066.0
1363,Jackson,TN,36703.0,11615.0,46.6,20276.0,2241.0,372.0
1364,Perry,TN,34634.0,7912.0,43.0,28270.0,2347.0,254.0
1365,Roane,TN,50003.0,52897.0,46.3,27897.0,7838.0,1689.0
1366,Meigs,TN,43250.0,11962.0,44.7,23555.0,1980.0,464.0
1367,Hamblen,TN,42589.0,63740.0,40.4,22252.0,12129.0,2252.0
1368,Haywood,TN,38362.0,17779.0,40.4,22148.0,3445.0,590.0
1369,Erath,TX,48819.0,41482.0,30.0,25290.0,8359.0,683.0
1370,Brazoria,TX,79270.0,353999.0,35.6,33547.0,31553.0,8204.0
1371,Motley,TX,43750.0,1156.0,38.3,26103.0,111.0,42.0
1372,Donley,TX,43224.0,3387.0,41.6,23711.0,458.0,34.0
1373,Atascosa,TX,55265.0,48828.0,35.4,24421.0,7271.0,1759.0
1374,Coleman,TX,43981.0,8391.0,46.5,27842.0,1619.0,113.0
1375,Nolan,TX,44346.0,14966.0,38.5,25820.0,2220.0,473.0
1376,Hudspeth,TX,29318.0,4098.0,37.6,14190.0,951.0,101.0
1377,Medina,TX,61059.0,49334.0,39.3,26274.0,4855.0,799.0
1378,Ward,TX,64630.0,11586.0,33.2,26570.0,1494.0,328.0
1379,Henderson,TX,45798.0,80460.0,43.9,25280.0,13782.0,1697.0
1380,Harrison,TX,51202.0,66645.0,37.9,25418.0,10488.0,1672.0
1381,Menard,TX,40606.0,2123.0,49.1,25067.0,205.0,36.0
1382,Lamar,TX,43562.0,49532.0,40.8,23833.0,8685.0,1263.0
1383,Fayette,TX,56297.0,25066.0,47.0,30097.0,2698.0,188.0
1384,Williamson,TX,83679.0,527057.0,36.1,35825.0,35189.0,12732.0
1385,Polk,TX,46182.0,47837.0,43.6,24686.0,7634.0,1359.0
1386,Refugio,TX,48112.0,7236.0,41.9,23810.0,1300.0,294.0
1387,Caldwell,TX,52278.0,41401.0,35.4,23881.0,6973.0,508.0
1388,Wilbarger,TX,48773.0,12906.0,37.8,24078.0,2199.0,260.0
1389,Reagan,TX,70478.0,3752.0,31.4,25397.0,549.0,77.0
1390,Hale,TX,47080.0,34113.0,33.1,19854.0,5918.0,1016.0
1391,Shelby,TX,40764.0,25478.0,37.2,20969.0,5860.0,738.0
1392,Runnels,TX,41732.0,10310.0,40.8,23042.0,1412.0,119.0
1393,San Jacinto,TX,44658.0,27819.0,44.7,21808.0,4107.0,765.0
1394,Tom Green,TX,51675.0,117466.0,33.9,28444.0,15104.0,2246.0
1395,Victoria,TX,55631.0,91970.0,35.7,28576.0,13737.0,2456.0
1396,Waller,TX,57654.0,49987.0,29.0,24495.0,7697.0,1485.0
1397,Wichita,TX,46575.0,131818.0,34.3,23921.0,21399.0,3104.0
1398,Wilson,TX,72445.0,48198.0,40.2,30935.0,4966.0,1387.0
1399,Hockley,TX,48116.0,23162.0,33.5,23440.0,3496.0,783.0
1400,Maverick,TX,38035.0,57970.0,29.6,16891.0,15467.0,2817.0
1401,Fannin,TX,50761.0,34175.0,41.9,24581.0,3897.0,659.0
1402,Midland,TX,78888.0,164194.0,31.7,39179.0,14628.0,2836.0
1403,Live Oak,TX,55766.0,12123.0,42.2,24244.0,1735.0,102.0
1404,Llano,TX,52178.0,20640.0,57.6,35822.0,2376.0,633.0
1405,Karnes,TX,52252.0,15387.0,34.7,26875.0,2348.0,243.0
1406,Brazos,TX,46839.0,219193.0,26.2,26539.0,51009.0,4840.0
1407,Cass,TX,45345.0,30087.0,43.4,22545.0,5808.0,905.0
1408,Gaines,TX,59032.0,20321.0,27.9,22710.0,2875.0,418.0
1409,Gray,TX,47170.0,22685.0,36.6,24911.0,3309.0,597.0
1410,Madison,TX,49428.0,14128.0,34.7,17856.0,1463.0,140.0
1411,Jack,TX,51700.0,8842.0,39.7,25626.0,1160.0,108.0
1412,Kendall,TX,82390.0,41982.0,42.1,43241.0,2178.0,879.0
1413,Bosque,TX,50882.0,18122.0,46.7,26039.0,2569.0,354.0
1414,Bexar,TX,55456.0,1925865.0,33.4,26988.0,307665.0,54352.0
1415,Bailey,TX,46485.0,7092.0,33.5,21449.0,987.0,74.0
1416,Baylor,TX,40750.0,3591.0,47.3,25264.0,382.0,37.0
1417,Cameron,TX,37132.0,421750.0,31.5,16587.0,127760.0,11188.0
1418,Denton,TX,83376.0,807047.0,35.2,39535.0,64291.0,19215.0
1419,Washington,TX,56237.0,34796.0,41.6,29604.0,4523.0,955.0
1420,Morris,TX,42961.0,12424.0,43.0,23438.0,1999.0,479.0
1421,Stephens,TX,45336.0,9372.0,38.6,24405.0,2003.0,268.0
1422,Harris,TX,60146.0,4602523.0,33.3,31901.0,739100.0,143208.0
1423,Andrews,TX,74233.0,17818.0,31.2,31190.0,1835.0,404.0
1424,Gillespie,TX,58325.0,26208.0,50.3,33515.0,2946.0,531.0
1425,Gonzales,TX,53006.0,20667.0,36.5,26618.0,3189.0,412.0
1426,Lynn,TX,43524.0,5808.0,38.2,25279.0,1090.0,215.0
1427,Young,TX,47194.0,18114.0,41.4,25855.0,2148.0,255.0
1428,Zapata,TX,31113.0,14369.0,29.6,17228.0,5609.0,621.0
1429,Hood,TX,59049.0,56901.0,46.7,32727.0,6027.0,718.0
1430,Hopkins,TX,51877.0,36240.0,39.5,26267.0,6019.0,765.0
1431,Ochiltree,TX,49928.0,10348.0,31.6,24260.0,1252.0,268.0
1432,King,TX,65125.0,228.0,46.5,31564.0,20.0,10.0
1433,Knox,TX,46146.0,3733.0,39.5,21796.0,526.0,84.0
1434,McLennan,TX,48199.0,248429.0,33.2,24826.0,45964.0,5282.0
1435,Cherokee,TX,46044.0,51903.0,37.8,21520.0,8878.0,1166.0
1436,Concho,TX,43355.0,4233.0,41.9,17684.0,223.0,15.0
1437,Delta,TX,46138.0,5215.0,42.3,25004.0,1218.0,116.0
1438,Edwards,TX,40313.0,2055.0,49.3,29814.0,136.0,39.0
1439,Eastland,TX,35325.0,18270.0,42.4,23940.0,3565.0,359.0
1440,Jones,TX,45694.0,19891.0,38.5,17673.0,1802.0,199.0
1441,Reeves,TX,58384.0,15125.0,35.6,20876.0,1482.0,444.0
1442,Sabine,TX,33257.0,10458.0,52.7,23450.0,2200.0,244.0
1443,Sherman,TX,56576.0,3058.0,40.4,26335.0,460.0,14.0
1444,Swisher,TX,38418.0,7484.0,35.7,19258.0,1507.0,186.0
1445,Hunt,TX,51928.0,92152.0,37.8,25077.0,15615.0,2334.0
1446,Camp,TX,42604.0,12813.0,38.7,20898.0,2542.0,347.0
1447,Hansford,TX,39229.0,5547.0,34.3,20127.0,883.0,110.0
1448,Guadalupe,TX,70931.0,155137.0,36.7,30817.0,14519.0,2943.0
1449,Clay,TX,51191.0,10387.0,46.2,27678.0,1401.0,323.0
1450,Hill,TX,48823.0,35399.0,42.1,24745.0,5482.0,1225.0
1451,Nacogdoches,TX,43598.0,65558.0,30.6,22580.0,14631.0,2587.0
1452,Parmer,TX,54184.0,9852.0,33.9,23686.0,1594.0,61.0
1453,Presidio,TX,27061.0,7123.0,41.8,16066.0,2379.0,282.0
1454,Val Verde,TX,45521.0,49027.0,31.7,20881.0,9408.0,1142.0
1455,Ector,TX,60676.0,158342.0,30.3,28700.0,18481.0,5259.0
1456,Glasscock,TX,75833.0,1430.0,36.0,30902.0,136.0,0.0
1457,Grimes,TX,50298.0,27630.0,40.3,23513.0,4600.0,524.0
1458,Collin,TX,94192.0,944350.0,36.6,43439.0,61635.0,19998.0
1459,Angelina,TX,47714.0,87607.0,37.2,22322.0,15533.0,3085.0
1460,Cottle,TX,34375.0,1623.0,37.9,20108.0,507.0,61.0
1461,Hays,TX,65935.0,204150.0,31.6,30715.0,29497.0,5813.0
1462,Rockwall,TX,94767.0,93642.0,37.6,39295.0,5267.0,2074.0
1463,Lipscomb,TX,57372.0,3469.0,34.9,28491.0,386.0,106.0
1464,Matagorda,TX,45500.0,36743.0,37.8,24376.0,7293.0,1181.0
1465,Pecos,TX,52282.0,15797.0,35.9,20688.0,1684.0,222.0
1466,Rusk,TX,52329.0,53595.0,38.5,24842.0,6212.0,1385.0
1467,Throckmorton,TX,44196.0,1567.0,46.6,28895.0,228.0,40.0
1468,Walker,TX,41855.0,71539.0,35.4,17789.0,12881.0,886.0
1469,Wood,TX,48534.0,43815.0,48.2,27841.0,6019.0,1051.0
1470,Aransas,TX,44865.0,24763.0,49.6,30939.0,4951.0,724.0
1471,Childress,TX,40794.0,7226.0,30.9,20234.0,844.0,346.0
1472,Coke,TX,45551.0,3275.0,50.3,24768.0,500.0,46.0
1473,Coryell,TX,51440.0,75389.0,31.5,21507.0,8163.0,2354.0
1474,Hemphill,TX,63778.0,4061.0,35.2,26781.0,564.0,102.0
1475,Moore,TX,51527.0,21801.0,30.2,21650.0,3319.0,522.0
1476,Navarro,TX,47920.0,48583.0,38.6,23422.0,8655.0,1812.0
1477,San Augustine,TX,35509.0,8327.0,49.4,23261.0,1939.0,270.0
1478,Shackelford,TX,45187.0,3311.0,43.0,23855.0,486.0,133.0
1479,Starr,TX,29294.0,63894.0,28.7,14122.0,22336.0,3652.0
1480,Upton,TX,52257.0,3634.0,37.2,26183.0,685.0,27.0
1481,Bastrop,TX,62941.0,82577.0,38.6,26540.0,8067.0,2498.0
1482,Hall,TX,32921.0,3074.0,43.5,22846.0,699.0,147.0
1483,Franklin,TX,52944.0,10679.0,43.0,25602.0,899.0,375.0
1484,Frio,TX,42476.0,19394.0,31.4,18288.0,3169.0,471.0
1485,Lampasas,TX,58194.0,20640.0,42.2,28158.0,2300.0,679.0
1486,Mason,TX,40708.0,4161.0,46.9,25602.0,602.0,127.0
1487,Dickens,TX,41618.0,2216.0,43.9,23452.0,360.0,136.0
1488,Tarrant,TX,64874.0,2019977.0,34.3,32092.0,258272.0,52546.0
1489,Anderson,TX,43355.0,57863.0,39.1,16868.0,6565.0,659.0
1490,Jackson,TX,60276.0,14820.0,38.5,26329.0,2011.0,280.0
1491,Milam,TX,47081.0,24664.0,41.3,24015.0,3531.0,432.0
1492,Comanche,TX,47893.0,13495.0,44.8,25127.0,2147.0,174.0
1493,Brooks,TX,27378.0,7180.0,32.7,13800.0,2573.0,415.0
1494,Cass,IA,48178.0,13191.0,44.9,27853.0,1493.0,159.0
1495,Cherokee,IA,54658.0,11468.0,46.8,32667.0,1060.0,141.0
1496,Crawford,IA,53609.0,17132.0,37.8,28700.0,2680.0,599.0
1497,Des Moines,IA,49977.0,39600.0,42.6,28234.0,5966.0,1060.0
1498,Fayette,IA,50015.0,19929.0,43.6,28069.0,2375.0,353.0
1499,Harrison,IA,60063.0,14143.0,44.1,30209.0,1396.0,114.0
1500,Kossuth,IA,54146.0,15075.0,45.5,29963.0,1449.0,238.0
1501,Mills,IA,69177.0,14957.0,42.1,32867.0,1267.0,292.0
1502,Monona,IA,45252.0,8796.0,46.5,27862.0,1344.0,135.0
1503,Muscatine,IA,57348.0,42950.0,38.1,28137.0,4352.0,533.0
1504,Osceola,IA,58125.0,6115.0,43.8,28843.0,721.0,81.0
1505,Polk,IA,66044.0,474274.0,35.3,34474.0,51725.0,11357.0
1506,Webster,IA,44261.0,36757.0,39.1,25243.0,5194.0,796.0
1507,Story,IA,54554.0,96922.0,26.3,28034.0,18527.0,2330.0
1508,Woodbury,IA,55483.0,102398.0,35.7,27430.0,13123.0,2556.0
1509,Black Hawk,IA,52688.0,133009.0,34.9,29100.0,20471.0,3262.0
1510,Grundy,IA,66965.0,12341.0,42.5,35443.0,741.0,136.0
1511,Jackson,IA,54070.0,19395.0,44.7,29207.0,2361.0,433.0
1512,Jones,IA,56012.0,20568.0,43.4,28879.0,1966.0,393.0
1513,Lee,IA,48571.0,34541.0,43.2,25968.0,5069.0,1230.0
1514,Mitchell,IA,55553.0,10631.0,43.8,28898.0,939.0,167.0
1515,Warren,IA,74383.0,49361.0,38.3,34570.0,3280.0,887.0
1516,Sac,IA,54958.0,9868.0,46.2,30750.0,1022.0,155.0
1517,Plymouth,IA,64296.0,25039.0,39.9,32028.0,2220.0,307.0
1518,Clay,IA,47874.0,16313.0,42.7,27811.0,1930.0,307.0
1519,Clinton,IA,50156.0,47218.0,42.2,27942.0,5680.0,1052.0
1520,Smith,KS,43438.0,3663.0,51.6,28598.0,459.0,48.0
1521,Grant,KS,55455.0,7616.0,32.6,25788.0,666.0,203.0
1522,Kingman,KS,58483.0,7470.0,45.5,33203.0,562.0,199.0
1523,Butler,KS,63272.0,66468.0,38.4,28759.0,6687.0,1378.0
1524,Nemaha,KS,58644.0,10104.0,39.9,29687.0,978.0,101.0
1525,Pottawatomie,KS,64657.0,23545.0,35.1,28070.0,2242.0,455.0
1526,Cherokee,KS,41103.0,20331.0,41.9,21635.0,2763.0,427.0
1527,Lincoln,KS,46196.0,3097.0,46.4,25851.0,273.0,74.0
1528,Sumner,KS,54915.0,23208.0,41.1,26328.0,2816.0,417.0
1529,Trego,KS,56810.0,2858.0,49.2,33555.0,212.0,27.0
1530,Wilson,KS,46208.0,8780.0,43.9,26523.0,1230.0,218.0
1531,Woodson,KS,34621.0,3170.0,48.3,21123.0,683.0,131.0
1532,Ness,KS,51033.0,2955.0,48.7,31912.0,216.0,39.0
1533,Osborne,KS,48355.0,3603.0,46.7,28748.0,468.0,46.0
1534,Bourbon,KS,40733.0,14702.0,39.3,22822.0,2359.0,161.0
1535,Hamilton,KS,45000.0,2616.0,32.2,20723.0,294.0,26.0
1536,Kiowa,KS,51336.0,2526.0,40.3,25623.0,194.0,33.0
1537,Shawnee,KS,55199.0,178284.0,38.9,29979.0,22228.0,3992.0
1538,Sherman,KS,52847.0,5966.0,38.8,23687.0,1106.0,128.0
1539,Thomas,KS,57478.0,7824.0,36.1,27127.0,823.0,82.0
1540,Montgomery,KS,45173.0,32970.0,40.5,24103.0,5860.0,844.0
1541,Morris,KS,50352.0,5566.0,47.7,27499.0,514.0,85.0
1542,Rawlins,KS,48125.0,2509.0,49.2,27840.0,227.0,19.0
1543,Rooks,KS,50511.0,5118.0,43.8,25072.0,392.0,100.0
1544,Clark,KS,50368.0,2053.0,44.3,27896.0,220.0,12.0
1545,Ellsworth,KS,48188.0,6293.0,42.3,25161.0,591.0,100.0
1546,Harper,KS,49455.0,5673.0,42.3,26105.0,888.0,80.0
1547,Russell,KS,52806.0,6977.0,49.1,26300.0,439.0,215.0
