,County,State,Mean Household Income,Population,Median Age,Per Capita Income,Poverty Count,Unemployment Count
1658,Pike,KY,34081.0,60483.0,42.1,21646.0,15702.0,2003.0
1659,Shelby,KY,64240.0,46786.0,39.1,30932.0,5745.0,1132.0
1660,Anderson,KY,54160.0,22214.0,41.0,26339.0,3048.0,861.0
1661,Breckinridge,KY,48189.0,20080.0,42.9,22521.0,3450.0,707.0
1662,Franklin,KY,55068.0,50296.0,40.5,28801.0,5959.0,1475.0
1663,Kenton,KY,61606.0,164688.0,37.0,31811.0,20369.0,4246.0
1664,Madison,KY,48687.0,89700.0,34.0,24553.0,15836.0,2957.0
1665,Magoffin,KY,29516.0,12666.0,42.1,18233.0,3456.0,490.0
1666,Owsley,KY,25530.0,4463.0,42.5,17766.0,1515.0,150.0
1667,Simpson,KY,48311.0,18063.0,39.5,23991.0,2732.0,273.0
1668,Taylor,KY,39055.0,25500.0,37.9,20966.0,5913.0,623.0
1669,Todd,KY,41865.0,12350.0,37.6,23188.0,2186.0,358.0
1670,Carlisle,KY,39664.0,4841.0,42.9,24943.0,887.0,117.0
1671,Clinton,KY,31115.0,10211.0,41.7,20235.0,2316.0,276.0
1672,Gallatin,KY,50204.0,8703.0,38.9,23043.0,1281.0,238.0
1673,Garrard,KY,49888.0,17328.0,42.7,25751.0,2864.0,476.0
1674,Fleming,KY,42213.0,14479.0,40.9,23482.0,2561.0,456.0
1675,Campbell,KY,59782.0,92267.0,38.1,32225.0,12228.0,2222.0
1676,Vermilion Parish,LA,50690.0,59867.0,37.4,24546.0,10361.0,2128.0
1677,St. Charles Parish,LA,66620.0,52724.0,37.6,31567.0,6015.0,1475.0
1678,Concordia Parish,LA,31813.0,20021.0,37.8,19172.0,4944.0,470.0
1679,Tensas Parish,LA,23870.0,4666.0,43.5,14569.0,1858.0,266.0
1680,St. James Parish,LA,50661.0,21357.0,39.9,25830.0,3531.0,622.0
1681,Grant Parish,LA,40792.0,22348.0,38.3,18082.0,3765.0,436.0
1682,Jefferson Parish,LA,52558.0,435300.0,39.2,29776.0,66696.0,12731.0
1683,Bienville Parish,LA,30300.0,13668.0,41.6,20866.0,3889.0,269.0
1684,Bossier Parish,LA,53806.0,126131.0,35.1,27924.0,20123.0,3329.0
1685,Cameron Parish,LA,55000.0,6868.0,44.5,29000.0,703.0,143.0
1686,East Feliciana Parish,LA,48129.0,19499.0,43.0,20927.0,3122.0,408.0
1687,St. John the Baptist Parish,LA,54821.0,43446.0,36.6,25942.0,8122.0,1496.0
1688,Plaquemines Parish,LA,52386.0,23373.0,36.2,26818.0,4507.0,379.0
1689,Ouachita Parish,LA,41314.0,156075.0,35.4,23663.0,35477.0,4642.0
1690,Rapides Parish,LA,44852.0,131546.0,37.3,24478.0,24788.0,4164.0
1691,Washington Parish,LA,34985.0,46457.0,39.5,18971.0,11893.0,2052.0
1692,St. Landry Parish,LA,33288.0,83449.0,36.3,19647.0,23530.0,1996.0
1693,Tangipahoa Parish,LA,46297.0,130504.0,35.1,24004.0,27849.0,5228.0
1694,Acadia Parish,LA,41177.0,62568.0,36.2,22784.0,14681.0,2549.0
1695,St. Mary Parish,LA,40485.0,51734.0,39.1,22364.0,9647.0,1981.0
1696,West Carroll Parish,LA,36528.0,11180.0,39.8,22922.0,2408.0,451.0
1697,St. Tammany Parish,LA,67706.0,252093.0,40.1,34201.0,27338.0,7294.0
1698,Union Parish,LA,43083.0,22475.0,41.7,22979.0,4010.0,546.0
1699,Caldwell Parish,LA,32174.0,9996.0,40.1,20574.0,2569.0,301.0
1700,Lafayette Parish,LA,54726.0,240091.0,34.9,30988.0,38811.0,6082.0
1701,Caddo Parish,LA,40866.0,248361.0,37.4,25902.0,56774.0,8026.0
1702,East Carroll Parish,LA,21161.0,7225.0,33.0,17698.0,2238.0,118.0
1703,Ascension Parish,LA,76589.0,121176.0,35.4,32961.0,13969.0,3760.0
1704,Iberia Parish,LA,45274.0,72691.0,36.5,23156.0,15470.0,3486.0
1705,St. Bernard Parish,LA,46011.0,45694.0,33.7,21217.0,8912.0,2156.0
1706,St. Helena Parish,LA,39895.0,10411.0,38.9,23224.0,2148.0,572.0
1707,West Baton Rouge Parish,LA,60908.0,25860.0,36.2,28482.0,3929.0,790.0
1708,De Soto Parish,LA,44230.0,27216.0,39.7,24796.0,6709.0,1224.0
1709,Red River Parish,LA,33446.0,8618.0,38.7,22626.0,1977.0,157.0
1710,Livingston Parish,LA,63159.0,138111.0,36.3,28995.0,16350.0,3111.0
1711,Natchitoches Parish,LA,27795.0,38963.0,33.7,18570.0,12830.0,1978.0
1712,Orleans Parish,LA,39576.0,389648.0,36.3,30177.0,92497.0,16380.0
1713,Catahoula Parish,LA,38854.0,9893.0,38.1,21962.0,1926.0,213.0
1714,Calcasieu Parish,LA,49452.0,200182.0,36.0,27368.0,33195.0,5441.0
1715,Franklin Parish,LA,35466.0,20322.0,38.5,19785.0,5413.0,767.0
1716,Assumption Parish,LA,44744.0,22714.0,40.5,26238.0,3900.0,732.0
1717,Jackson Parish,LA,38523.0,15926.0,40.3,20942.0,3808.0,352.0
1718,Richland Parish,LA,34422.0,20474.0,38.5,20128.0,5658.0,389.0
1719,St. Martin Parish,LA,47974.0,53752.0,37.1,24732.0,9381.0,1712.0
1720,Winn Parish,LA,35398.0,14494.0,40.8,20162.0,3003.0,243.0
1721,East Baton Rouge Parish,LA,52719.0,444094.0,33.7,31073.0,79462.0,14986.0
1722,Allen Parish,LA,41009.0,25661.0,38.3,20203.0,3924.0,911.0
1723,Madison Parish,LA,27810.0,11472.0,35.1,15795.0,3632.0,399.0
1724,Oxford,ME,47275.0,57325.0,46.6,23770.0,8977.0,1661.0
1725,Waldo,ME,51564.0,39418.0,46.2,28860.0,5348.0,1107.0
1726,Penobscot,ME,49374.0,151748.0,42.1,27289.0,22744.0,4194.0
1727,Androscoggin,ME,51412.0,107444.0,40.7,27231.0,13770.0,2605.0
1728,Aroostook,ME,39824.0,68269.0,47.6,24571.0,11372.0,1593.0
1729,Cumberland,ME,69708.0,290944.0,42.1,38644.0,27575.0,5629.0
1730,Knox,ME,55402.0,39823.0,48.4,31612.0,4191.0,876.0
1731,York,ME,65538.0,203102.0,44.9,35052.0,16783.0,4613.0
1732,Franklin,ME,48053.0,30019.0,46.0,26030.0,3508.0,865.0
1733,Somerset,ME,42491.0,50710.0,46.3,23557.0,9624.0,2073.0
1734,Worcester,MD,61145.0,51564.0,50.1,35666.0,4742.0,1349.0
1735,Baltimore city,MD,48840.0,614700.0,35.1,29700.0,128829.0,27963.0
1736,Talbot,MD,67204.0,37211.0,50.2,47302.0,3508.0,615.0
1737,Harford,MD,85942.0,251025.0,40.8,39365.0,18805.0,6558.0
1738,Howard,MD,117730.0,315327.0,38.7,52586.0,16829.0,6742.0
1739,Anne Arundel,MD,97810.0,567696.0,38.4,44979.0,33045.0,14221.0
1740,Baltimore,MD,74127.0,827625.0,39.3,38580.0,74571.0,23050.0
1741,Calvert,MD,104301.0,91082.0,40.8,43504.0,4578.0,3165.0
1742,Garrett,MD,49619.0,29376.0,45.6,27980.0,2788.0,570.0
1743,Montgomery,MD,106287.0,1040133.0,39.0,52828.0,71153.0,28775.0
1744,Carroll,MD,93363.0,167522.0,42.4,40667.0,8671.0,3197.0
1745,Queen Anne's,MD,92167.0,49355.0,44.3,42077.0,2691.0,765.0
1746,St. Mary's,MD,90438.0,111531.0,36.5,39254.0,9026.0,2064.0
1747,Charles,MD,95924.0,157671.0,38.3,39696.0,9423.0,3319.0
1748,Dorchester,MD,52145.0,32261.0,44.5,30135.0,5017.0,1307.0
1749,Washington,MD,59719.0,149811.0,40.5,29802.0,17902.0,4691.0
1750,Wicomico,MD,56608.0,102172.0,35.8,27622.0,14944.0,4062.0
1751,Cecil,MD,72845.0,102517.0,40.4,32976.0,9525.0,2983.0
1752,Caroline,MD,54956.0,32875.0,40.2,27866.0,4754.0,887.0
1753,Suffolk,MA,64582.0,791766.0,32.7,40190.0,144697.0,32222.0
1754,Barnstable,MA,70621.0,213690.0,52.9,42578.0,14799.0,5207.0
1755,Dukes,MA,71224.0,17313.0,46.1,43822.0,1368.0,286.0
1756,Middlesex,MA,97012.0,1595192.0,38.5,49669.0,122070.0,38575.0
1757,Berkshire,MA,56674.0,127328.0,46.7,34287.0,13759.0,4081.0
1758,Essex,MA,75878.0,781024.0,40.8,40697.0,81801.0,22962.0
1759,Bristol,MA,66157.0,558905.0,41.0,34226.0,62439.0,17544.0
1760,Hampden,MA,53403.0,469116.0,38.9,29020.0,77830.0,15838.0
1761,Plymouth,MA,85654.0,512135.0,42.6,41343.0,38264.0,15159.0
1762,Franklin,MA,59522.0,70935.0,46.1,34202.0,7226.0,2009.0
1763,Norfolk,MA,99511.0,698249.0,40.9,52036.0,44011.0,19548.0
1764,Hampshire,MA,67044.0,161159.0,36.3,33605.0,18349.0,5320.0
1765,Nantucket,MA,105171.0,11101.0,40.1,51270.0,947.0,183.0
1766,Monroe,MI,61514.0,149699.0,42.4,30295.0,15747.0,3624.0
1767,Allegan,MI,59883.0,115250.0,39.6,28073.0,11781.0,1794.0
1768,Hillsdale,MI,48392.0,45830.0,42.2,24749.0,7045.0,1023.0
1769,Alger,MI,46007.0,9194.0,49.4,21773.0,946.0,218.0
1770,Oceana,MI,46217.0,26417.0,42.7,23018.0,4440.0,851.0
1771,Leelanau,MI,63831.0,21639.0,53.7,38074.0,1339.0,549.0
1772,Clare,MI,37369.0,30616.0,47.2,21717.0,7078.0,1230.0
1773,Keweenaw,MI,49779.0,2130.0,56.7,31830.0,255.0,54.0
1774,Isabella,MI,44408.0,70775.0,27.7,23164.0,17034.0,2785.0
1775,Ottawa,MI,67468.0,284034.0,35.0,30558.0,23226.0,5944.0
1776,Tuscola,MI,47694.0,53250.0,44.4,24968.0,8015.0,1570.0
1777,Alpena,MI,41991.0,28612.0,47.8,25115.0,4033.0,800.0
1778,Ionia,MI,54343.0,64176.0,38.7,23956.0,7681.0,1576.0
1779,Midland,MI,59271.0,83389.0,41.7,34497.0,8847.0,2450.0
1780,Berrien,MI,49135.0,154807.0,41.9,29311.0,24848.0,4856.0
1781,Oscoda,MI,40255.0,8277.0,52.1,23526.0,1422.0,391.0
1782,Crawford,MI,47443.0,13836.0,50.5,24884.0,2098.0,469.0
1783,Clinton,MI,67482.0,77896.0,40.6,33568.0,7184.0,1559.0
1784,Gratiot,MI,44991.0,41067.0,39.2,22027.0,6449.0,1160.0
1785,Huron,MI,46320.0,31543.0,49.0,27130.0,4005.0,794.0
1786,Lenawee,MI,53972.0,98474.0,41.7,26958.0,11411.0,2365.0
1787,Mason,MI,49663.0,28884.0,46.1,28812.0,4299.0,814.0
1788,Montcalm,MI,47000.0,63209.0,40.7,23018.0,9957.0,1443.0
1789,St. Joseph,MI,50117.0,60897.0,39.7,25136.0,9347.0,1530.0
1790,St. Clair,MI,55240.0,159566.0,43.5,29356.0,21003.0,5277.0
1791,Washtenaw,MI,69434.0,365961.0,33.4,39486.0,49170.0,9320.0
1792,Arenac,MI,40769.0,15165.0,49.6,23374.0,2714.0,607.0
1793,Cass,MI,53571.0,51460.0,45.0,29923.0,6157.0,1700.0
1794,Iron,MI,38918.0,11212.0,54.1,24876.0,1527.0,283.0
1795,Roscommon,MI,40302.0,23877.0,55.8,23862.0,4271.0,970.0
1796,Wayne,MI,45321.0,1761382.0,37.9,25976.0,401149.0,83328.0
1797,Branch,MI,50536.0,43584.0,41.3,24249.0,6357.0,894.0
1798,Jackson,MI,51431.0,158913.0,41.2,26942.0,20924.0,4957.0
1799,Mackinac,MI,46507.0,10817.0,52.0,28941.0,1704.0,499.0
1800,Antrim,MI,52589.0,23177.0,50.7,30920.0,2748.0,553.0
1801,Houghton,MI,42852.0,36360.0,32.7,22866.0,7087.0,1063.0
1802,Iosco,MI,42102.0,25247.0,52.6,25075.0,4064.0,821.0
1803,Lake,MI,34631.0,11763.0,52.7,19012.0,2718.0,493.0
1804,Montmorency,MI,42305.0,9261.0,55.7,23930.0,1511.0,379.0
1805,Presque Isle,MI,46439.0,12797.0,54.7,26503.0,1847.0,455.0
1806,Kalamazoo,MI,54431.0,261573.0,34.2,30555.0,40825.0,8364.0
1807,Mecosta,MI,44460.0,43264.0,36.5,23182.0,8582.0,1393.0
1808,Marquette,MI,50771.0,66939.0,39.0,26290.0,10259.0,1957.0
1809,Newaygo,MI,46724.0,48142.0,42.5,24005.0,8425.0,1278.0
1810,Osceola,MI,42689.0,23232.0,43.8,22142.0,4488.0,668.0
1811,Otsego,MI,52645.0,24397.0,44.7,26829.0,3603.0,649.0
1812,Calhoun,MI,47426.0,134473.0,39.8,25652.0,22073.0,4422.0
1813,Cheboygan,MI,46161.0,25458.0,50.7,25876.0,3730.0,936.0
1814,Luce,MI,42255.0,6364.0,44.7,20745.0,881.0,128.0
1815,Kent,MI,60351.0,643140.0,35.1,31005.0,79362.0,16720.0
1816,Macomb,MI,60466.0,868704.0,40.8,31104.0,97303.0,25707.0
1817,Bay,MI,48005.0,104786.0,43.3,26644.0,16577.0,3483.0
1818,Saginaw,MI,46919.0,192778.0,40.8,26625.0,32975.0,6705.0
1819,Shiawassee,MI,54742.0,68493.0,42.4,27398.0,7687.0,1673.0
1820,Baraga,MI,42444.0,8507.0,45.0,20698.0,1165.0,189.0
1821,Charlevoix,MI,53207.0,26219.0,48.1,32559.0,2776.0,572.0
1822,Eaton,MI,62474.0,109155.0,41.0,31982.0,11495.0,2947.0
1823,Delta,MI,46490.0,36190.0,47.0,26852.0,4728.0,884.0
1824,Gogebic,MI,38798.0,15414.0,48.8,24325.0,2525.0,358.0
1825,Emmet,MI,54055.0,33039.0,45.3,32455.0,3108.0,878.0
1826,Woodruff,AR,31023.0,6660.0,45.6,21276.0,1608.0,248.0
1827,Cleburne,AR,43391.0,25230.0,49.4,26620.0,3631.0,502.0
1828,Cleveland,AR,42460.0,8226.0,42.7,23538.0,1574.0,187.0
1829,Jackson,AR,33174.0,17225.0,39.9,19848.0,3313.0,396.0
1830,Hempstead,AR,41355.0,22018.0,39.9,20168.0,5271.0,518.0
1831,Sharp,AR,33708.0,17043.0,47.4,20721.0,3616.0,311.0
1832,Stone,AR,36162.0,12446.0,49.8,20496.0,2767.0,308.0
1833,Washington,AR,49629.0,228529.0,31.8,27823.0,37160.0,5087.0
1834,Baxter,AR,41481.0,41219.0,52.1,26004.0,5676.0,736.0
1835,Ashley,AR,39635.0,20537.0,41.7,22052.0,4110.0,573.0
1836,Craighead,AR,45868.0,105701.0,34.1,26432.0,18667.0,3029.0
1837,Greene,AR,47497.0,44623.0,37.9,22874.0,7127.0,1420.0
1838,Lafayette,AR,32412.0,6915.0,46.3,26005.0,1502.0,163.0
1839,Perry,AR,46071.0,10322.0,43.5,21699.0,1729.0,275.0
1840,Phillips,AR,29263.0,19034.0,38.5,18402.0,6252.0,801.0
1841,Poinsett,AR,39277.0,24054.0,39.7,19413.0,5123.0,597.0
1842,Sevier,AR,46667.0,17193.0,34.9,20627.0,3570.0,409.0
1843,Yell,AR,42361.0,21573.0,39.3,21584.0,3475.0,528.0
1844,Calhoun,AR,44022.0,5202.0,45.5,24509.0,788.0,141.0
1845,Clark,AR,39752.0,22385.0,34.1,21571.0,3887.0,290.0
1846,Bradley,AR,39510.0,10948.0,40.2,22411.0,2513.0,368.0
1847,Monroe,AR,35190.0,7249.0,47.0,22274.0,2015.0,218.0
1848,Polk,AR,37035.0,20163.0,43.7,20176.0,4907.0,725.0
1849,Ouachita,AR,34887.0,24106.0,42.3,21520.0,5722.0,769.0
1850,Newton,AR,39896.0,7848.0,49.1,18907.0,1103.0,62.0
1851,Little River,AR,45388.0,12417.0,42.6,26216.0,1913.0,582.0
1852,Carroll,AR,43505.0,27887.0,44.8,24185.0,4141.0,590.0
1853,Miller,AR,41903.0,43759.0,38.9,22938.0,8985.0,1553.0
1854,Lake,CA,42475.0,64148.0,45.6,25404.0,13224.0,2556.0
1855,Mariposa,CA,51199.0,17540.0,51.4,29776.0,2435.0,676.0
1856,Yuba,CA,52624.0,75493.0,32.5,23867.0,13298.0,2648.0
1857,Contra Costa,CA,93712.0,1133247.0,39.4,45524.0,102543.0,35563.0
1858,Lassen,CA,56362.0,31185.0,36.0,21897.0,2933.0,570.0
1859,Santa Barbara,CA,71657.0,443738.0,33.7,34229.0,63010.0,13861.0
1860,Sonoma,CA,76753.0,501317.0,41.7,39929.0,50714.0,13543.0
1861,Imperial,CA,45834.0,180216.0,32.4,17590.0,41191.0,10782.0
1862,Mono,CA,63018.0,14174.0,38.3,33421.0,1454.0,262.0
1863,Alameda,CA,92574.0,1643700.0,37.4,44283.0,170884.0,45110.0
1864,Sacramento,CA,63902.0,1510023.0,36.0,31311.0,235982.0,54551.0
1865,Napa,CA,84753.0,140530.0,41.1,42677.0,11168.0,3728.0
1866,Monterey,CA,66676.0,433212.0,34.1,28836.0,58699.0,10475.0
1867,Sierra,CA,48125.0,2930.0,55.5,31972.0,241.0,60.0
1868,San Diego,CA,74855.0,3302833.0,35.6,36156.0,403190.0,106962.0
1869,Yolo,CA,65923.0,214977.0,31.0,32598.0,40583.0,6722.0
1870,Humboldt,CA,45528.0,135768.0,38.0,26747.0,26957.0,5327.0
1871,Alpine,CA,64688.0,1146.0,44.3,29041.0,227.0,79.0
1872,Mendocino,CA,49233.0,87422.0,42.8,27395.0,15877.0,3837.0
1873,Santa Cruz,CA,78041.0,273765.0,37.4,39001.0,37429.0,9027.0
1874,Los Angeles,CA,64251.0,10098052.0,36.2,32469.0,1589956.0,357178.0
1875,Riverside,CA,63948.0,2383286.0,35.3,27142.0,345724.0,94709.0
1876,Santa Clara,CA,116178.0,1922200.0,37.0,52451.0,149850.0,49598.0
1877,Marin,CA,110217.0,260295.0,46.5,69275.0,19341.0,5149.0
1878,Siskiyou,CA,44200.0,43540.0,48.0,28130.0,8374.0,1440.0
1879,Shasta,CA,50905.0,179085.0,41.8,27983.0,30186.0,4824.0
1880,Del Norte,CA,45258.0,27424.0,38.6,22832.0,5458.0,796.0
1881,San Luis Obispo,CA,70699.0,281455.0,39.1,35832.0,35303.0,6175.0
1882,Glenn,CA,47395.0,27897.0,36.6,21736.0,5152.0,806.0
1883,Butte,CA,48443.0,227075.0,37.1,27537.0,44410.0,9085.0
1884,Plumas,CA,53270.0,18699.0,52.2,32710.0,2146.0,516.0
1885,Kern,CA,52479.0,883053.0,31.5,22553.0,187232.0,39056.0
1886,Orange,CA,85398.0,3164182.0,37.8,39590.0,359503.0,84431.0
1887,Calaveras,CA,58151.0,45235.0,52.1,32494.0,5242.0,1116.0
1888,Sutter,CA,56955.0,95872.0,35.7,26070.0,15181.0,4144.0
1889,San Mateo,CA,113776.0,765935.0,39.6,57375.0,53387.0,17556.0
1890,Tuolumne,CA,56493.0,53932.0,48.4,33685.0,6715.0,1516.0
1891,San Joaquin,CA,61145.0,732212.0,34.1,26145.0,114294.0,28989.0
1892,Amador,CA,61198.0,37829.0,50.5,30100.0,3323.0,1255.0
1893,Phillips,CO,50724.0,4318.0,39.0,29236.0,282.0,36.0
1894,Archuleta,CO,50753.0,12908.0,50.6,31035.0,1370.0,358.0
1895,Denver,CO,63793.0,693417.0,34.4,41196.0,93728.0,16235.0
1896,Kiowa,CO,39784.0,1449.0,40.4,24012.0,160.0,20.0
1897,Huerfano,CO,36705.0,6583.0,55.1,25636.0,1024.0,112.0
1898,Baca,CO,37500.0,3563.0,47.7,23862.0,661.0,41.0
1899,Chaffee,CO,54580.0,19164.0,49.1,29365.0,1807.0,246.0
1900,Gilpin,CO,75120.0,5924.0,45.7,48460.0,238.0,88.0
1901,Kit Carson,CO,51046.0,7635.0,38.5,27471.0,705.0,184.0
1902,Garfield,CO,72898.0,58538.0,36.3,32491.0,4662.0,1403.0
1903,Gunnison,CO,54979.0,16537.0,34.5,30127.0,2084.0,589.0
1904,Jefferson,CO,78943.0,570427.0,40.4,41930.0,41438.0,12071.0
1905,Mineral,CO,61058.0,823.0,58.6,35229.0,99.0,7.0
1906,Ouray,CO,62230.0,4722.0,53.0,36138.0,466.0,120.0
1907,Rio Blanco,CO,55543.0,6465.0,35.9,27057.0,701.0,160.0
1908,Sedgwick,CO,45188.0,2350.0,49.1,25048.0,390.0,70.0
1909,Conejos,CO,34746.0,8142.0,39.4,19545.0,1813.0,374.0
1910,Costilla,CO,30593.0,3687.0,51.3,20715.0,1111.0,161.0
1911,Adams,CO,67575.0,497115.0,33.6,28897.0,56588.0,11746.0
1912,Eagle,CO,84685.0,54357.0,36.5,41064.0,3793.0,764.0
1913,Lake,CO,46918.0,7585.0,37.8,28062.0,1232.0,240.0
1914,Moffat,CO,52807.0,13060.0,37.8,27845.0,1796.0,265.0
1915,Pitkin,CO,71244.0,17909.0,42.0,56180.0,1289.0,531.0
1916,Cheyenne,CO,55227.0,2039.0,35.9,25234.0,228.0,68.0
1917,Crowley,CO,37586.0,5630.0,35.6,14988.0,1261.0,349.0
1918,Dolores,CO,41714.0,1841.0,51.8,24505.0,250.0,9.0
1919,Jackson,CO,48828.0,1296.0,50.9,25467.0,202.0,15.0
1920,Larimer,CO,67664.0,338161.0,35.9,35390.0,39489.0,9383.0
1921,Montezuma,CO,46797.0,25909.0,44.4,25161.0,4140.0,597.0
1922,San Miguel,CO,64478.0,7968.0,41.5,45396.0,708.0,135.0
1923,Boulder,CO,78642.0,321030.0,36.2,43831.0,38546.0,8716.0
1924,Las Animas,CO,41945.0,14179.0,46.1,25118.0,2426.0,500.0
1925,Yuma,CO,48394.0,10069.0,38.4,25846.0,1438.0,134.0
1926,Routt,CO,74273.0,24874.0,39.8,40727.0,2640.0,451.0
1927,Summit,CO,77589.0,30429.0,39.1,38310.0,3075.0,714.0
1928,Clear Creek,CO,69936.0,9379.0,47.8,40655.0,509.0,101.0
1929,Delta,CO,44512.0,30346.0,47.6,24886.0,5145.0,1010.0
1930,Pueblo,CO,44634.0,164685.0,38.9,24257.0,30467.0,6252.0
1931,Morgan,CO,51626.0,28257.0,36.3,24189.0,2787.0,611.0
1932,Park,CO,66861.0,17392.0,50.6,35939.0,947.0,513.0
1933,Mesa,CO,53683.0,149998.0,39.1,28518.0,22978.0,5856.0
1934,Prowers,CO,40097.0,12052.0,38.0,21612.0,2218.0,443.0
1935,El Paso,CO,65334.0,688153.0,34.1,32348.0,72948.0,20584.0
1936,Washington,CO,49375.0,4840.0,41.6,26680.0,480.0,64.0
1937,Arapahoe,CO,73925.0,636671.0,36.5,38972.0,56802.0,15522.0
1938,Broomfield,CO,89624.0,66120.0,37.7,47016.0,3296.0,1372.0
1939,New Haven,CT,67128.0,859339.0,40.1,36678.0,98855.0,32064.0
1940,Tolland,CT,84916.0,151269.0,37.5,39668.0,9390.0,4453.0
1941,Hartford,CT,72321.0,894730.0,40.4,39260.0,97063.0,31361.0
1942,Windham,CT,64774.0,116538.0,41.3,31106.0,11691.0,3983.0
1943,Middlesex,CT,84761.0,163368.0,45.4,45293.0,10909.0,4384.0
1944,New Castle,DE,70996.0,555133.0,38.1,35847.0,61530.0,18464.0
1945,Sussex,DE,60853.0,219540.0,49.0,33983.0,25300.0,5076.0
1946,District of Columbia,District of Columbia,82604.0,684498.0,33.9,53321.0,109497.0,29373.0
1947,Okaloosa,FL,62048.0,200737.0,36.8,31901.0,22425.0,5230.0
1948,Taylor,FL,36934.0,22098.0,41.7,16919.0,3568.0,432.0
1949,Washington,FL,37188.0,24566.0,41.8,18112.0,4901.0,815.0
1950,Duval,FL,53473.0,924229.0,36.1,30012.0,139758.0,31052.0
1951,Bradford,FL,46197.0,26979.0,40.1,20481.0,4743.0,586.0
1952,Brevard,FL,54359.0,576808.0,47.2,30987.0,72520.0,16291.0
1953,Clay,FL,62653.0,207291.0,39.5,29138.0,21831.0,7550.0
1954,Lafayette,FL,39543.0,8744.0,39.1,19870.0,1444.0,383.0
1955,Lake,FL,51884.0,335362.0,46.8,27052.0,41335.0,9478.0
1956,Nassau,FL,66297.0,80578.0,45.0,35335.0,8167.0,1794.0
1957,Pinellas,FL,51454.0,957875.0,47.8,33478.0,123097.0,26835.0
1958,Polk,FL,48500.0,668671.0,40.3,23812.0,108755.0,20204.0
1959,St. Lucie,FL,49373.0,305591.0,44.8,25736.0,45516.0,8834.0
1960,Glades,FL,39879.0,13363.0,47.2,21020.0,2061.0,454.0
1961,Hendry,FL,40728.0,40127.0,33.9,18900.0,10584.0,1527.0
1962,Indian River,FL,52336.0,150984.0,52.9,35172.0,18162.0,4372.0
1963,Jackson,FL,39002.0,48472.0,41.6,18882.0,8345.0,1591.0
1964,Palm Beach,FL,59943.0,1446277.0,44.6,37998.0,182863.0,46682.0
1965,St. Johns,FL,77323.0,235503.0,43.4,41393.0,19660.0,5554.0
1966,Seminole,FL,63760.0,455086.0,39.2,33419.0,51442.0,13569.0
1967,Miami-Dade,FL,48982.0,2715516.0,39.7,26838.0,482656.0,87126.0
1968,Bay,FL,51829.0,182482.0,39.4,28017.0,26376.0,5215.0
1969,Flagler,FL,53872.0,107139.0,50.9,27689.0,12575.0,2375.0
1970,Franklin,FL,42855.0,11736.0,45.0,25037.0,2091.0,336.0
1971,Hamilton,FL,34583.0,14269.0,41.5,15097.0,3243.0,626.0
1972,Liberty,FL,37363.0,8365.0,40.3,17197.0,906.0,310.0
1973,Sumter,FL,55228.0,120999.0,67.0,33629.0,9839.0,1264.0
1974,Gadsden,FL,40922.0,46017.0,40.7,20158.0,10482.0,1377.0
1975,Holmes,FL,38608.0,19430.0,42.5,18574.0,4486.0,790.0
1976,Lee,FL,54691.0,718679.0,48.1,31924.0,98969.0,18842.0
1977,Marion,FL,43361.0,348371.0,48.6,24570.0,56264.0,11910.0
1978,Collier,FL,65675.0,363922.0,50.3,43256.0,44308.0,7468.0
1979,Orange,FL,54335.0,1321194.0,34.9,28859.0,207125.0,42170.0
1980,Pasco,FL,50417.0,510593.0,44.6,27786.0,67545.0,14468.0
1981,Highlands,FL,37314.0,102101.0,53.4,23722.0,19331.0,3985.0
1982,Suwannee,FL,42686.0,43924.0,42.5,21755.0,7530.0,1323.0
1983,DeSoto,FL,35057.0,36399.0,40.6,18311.0,9824.0,702.0
1984,Calhoun,FL,38609.0,14444.0,40.2,18921.0,1509.0,357.0
1985,Columbia,FL,44491.0,69105.0,40.7,23901.0,11115.0,2711.0
1986,Dixie,FL,38237.0,16437.0,47.3,20527.0,3398.0,278.0
1987,Putnam,FL,35649.0,72766.0,45.0,19976.0,17653.0,2919.0
1988,Union,FL,41770.0,15239.0,39.5,15475.0,2131.0,356.0
1989,Manatee,FL,56036.0,373853.0,48.0,32070.0,46034.0,9904.0
1990,Levy,FL,37634.0,39961.0,46.8,22025.0,8177.0,1089.0
1991,Baker,FL,61769.0,27785.0,37.6,24070.0,3664.0,628.0
1992,Volusia,FL,46760.0,527634.0,46.5,27272.0,78700.0,13011.0
1993,Leon,FL,51201.0,288102.0,30.7,29754.0,56104.0,12369.0
1994,Madison,FL,35509.0,18474.0,42.9,19223.0,4603.0,372.0
1995,Escambia,FL,49286.0,311522.0,37.2,26730.0,40780.0,9373.0
1996,Hernando,FL,46030.0,182696.0,48.9,24551.0,25718.0,5275.0
1997,Calhoun,GA,31725.0,6428.0,38.8,13927.0,1326.0,286.0
1998,Macon,GA,31999.0,13480.0,40.2,15924.0,3129.0,600.0
1999,Bleckley,GA,45029.0,12775.0,36.8,18519.0,2347.0,336.0
2000,Bibb,GA,39931.0,153490.0,36.2,24409.0,37664.0,6025.0
2001,Marion,GA,44309.0,8484.0,45.2,22478.0,1755.0,394.0
2002,Schley,GA,41276.0,5211.0,37.8,20585.0,1111.0,315.0
2003,Dooly,GA,35629.0,13905.0,43.7,20259.0,3086.0,719.0
